Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Year,Month,Day,Investigation Time
9863,2022-09-19,ghost,36,castle,nightly disturbance,knife,night,potions,2022,September,Monday,medium
2551,2022-09-03,skeleton,17,castle,vandalism,unknown,dusk,bones,2022,September,Saturday,short
3500,2024-07-04,vampire,85,castle,assault,knife,dusk,blood,2024,July,Thursday,long
465,2021-04-25,werewolf,38,forest,nightly disturbance,unknown,night,fur,2021,April,Sunday,medium
3055,2021-08-12,vampire,96,castle,assault,knife,night,blood,2021,August,Thursday,very long
7332,2024-06-04,zombie,89,swamp,vandalism,knife,night,blood,2024,June,Tuesday,long
9610,2022-08-30,witch,35,village,arson,unknown,dawn,cloak,2022,August,Tuesday,medium
7949,2020-05-09,zombie,88,mountain,kidnapping,pistol,dawn,potions,2020,May,Saturday,long
6692,2022-10-26,vampire,8,castle,assault,brute force,night,cloak,2022,October,Wednesday,short
2562,2024-01-07,vampire,36,village,assault,pistol,night,teeth,2024,January,Sunday,medium
132,2021-04-30,ghost,78,village,nightly disturbance,unknown,night,cloak,2021,April,Friday,long
3743,2024-04-14,vampire,44,castle,assault,brute force,night,blood,2024,April,Sunday,medium
1387,2021-03-03,witch,28,swamp,kidnapping,pistol,dusk,cloak,2021,March,Wednesday,short
6263,2021-08-16,ghost,40,castle,nightly disturbance,knife,night,cloak,2021,August,Monday,medium
4903,2022-12-27,zombie,42,mountain,kidnapping,knife,dawn,potions,2022,December,Tuesday,medium
4759,2023-05-21,ghost,65,village,vandalism,knife,dusk,potions,2023,May,Sunday,long
5602,2022-01-17,vampire,63,castle,assault,unknown,night,cloak,2022,January,Monday,long
1428,2024-02-28,witch,11,village,kidnapping,knife,day,potions,2024,February,Wednesday,short
4154,2024-04-16,witch,90,village,arson,knife,dawn,bones,2024,April,Tuesday,long
663,2023-12-17,vampire,7,castle,murder,brute force,night,cloak,2023,December,Sunday,short
8218,2022-10-27,vampire,83,castle,murder,brute force,dusk,blood,2022,October,Thursday,long
4139,2021-03-21,ghost,11,village,nightly disturbance,brute force,night,cloak,2021,March,Sunday,short
600,2022-06-19,witch,57,village,arson,knife,dawn,cloak,2022,June,Sunday,medium
8797,2024-04-17,skeleton,62,castle,vandalism,unknown,day,bones,2024,April,Wednesday,long
3157,2023-08-24,zombie,55,village,kidnapping,knife,dusk,blood,2023,August,Thursday,medium
3079,2022-03-01,ghost,76,village,nightly disturbance,brute force,night,potions,2022,March,Tuesday,long
3926,2019-12-29,ghost,39,castle,nightly disturbance,unknown,night,cloak,2019,December,Sunday,medium
5795,2023-06-25,werewolf,18,swamp,vandalism,brute force,dusk,fur,2023,June,Sunday,short
2210,2023-06-07,werewolf,73,village,vandalism,unknown,night,fur,2023,June,Wednesday,long
2170,2020-04-03,werewolf,58,forest,vandalism,brute force,night,fur,2020,April,Friday,medium
7118,2021-01-15,skeleton,8,castle,vandalism,axe,dawn,bones,2021,January,Friday,short
3139,2020-12-27,skeleton,72,mountain,assault,unknown,dusk,bones,2020,December,Sunday,long
9325,2021-07-09,zombie,43,swamp,kidnapping,brute force,night,teeth,2021,July,Friday,medium
9187,2020-12-13,werewolf,53,forest,vandalism,axe,night,fur,2020,December,Sunday,medium
2800,2024-10-13,vampire,93,castle,assault,unknown,night,blood,2024,October,Sunday,very long
5274,2020-10-20,zombie,14,mountain,kidnapping,unknown,day,potions,2020,October,Tuesday,short
5893,2020-07-01,witch,32,forest,kidnapping,knife,dawn,potions,2020,July,Wednesday,medium
1751,2020-06-23,werewolf,72,village,vandalism,brute force,night,teeth,2020,June,Tuesday,long
270,2021-07-29,werewolf,51,village,kidnapping,axe,dusk,blood,2021,July,Thursday,medium
5194,2020-10-19,werewolf,1,mountain,assault,unknown,night,bones,2020,October,Monday,short
8352,2023-09-28,ghost,66,village,vandalism,axe,night,cloak,2023,September,Thursday,long
3977,2022-12-09,witch,46,village,arson,knife,dusk,bones,2022,December,Friday,medium
769,2024-03-11,werewolf,15,swamp,assault,brute force,night,fur,2024,March,Monday,short
7291,2022-09-05,zombie,78,swamp,vandalism,axe,dawn,bones,2022,September,Monday,long
8526,2023-03-05,skeleton,66,castle,nightly disturbance,pistol,night,bones,2023,March,Sunday,long
3292,2022-10-07,skeleton,19,mountain,vandalism,knife,day,bones,2022,October,Friday,short
4382,2022-11-15,witch,49,village,arson,brute force,day,potions,2022,November,Tuesday,medium
4407,2024-08-29,vampire,77,mountain,assault,pistol,night,cloak,2024,August,Thursday,long
321,2023-07-10,witch,19,swamp,kidnapping,axe,night,potions,2023,July,Monday,short
8149,2024-10-25,werewolf,15,mountain,kidnapping,knife,dawn,blood,2024,October,Friday,short
1872,2021-01-25,skeleton,45,castle,arson,knife,day,cloak,2021,January,Monday,medium
2512,2020-02-04,witch,71,mountain,arson,unknown,day,bones,2020,February,Tuesday,long
9971,2020-03-25,skeleton,51,swamp,nightly disturbance,knife,night,bones,2020,March,Wednesday,medium
9671,2024-01-24,witch,1,swamp,arson,knife,dusk,potions,2024,January,Wednesday,short
1090,2019-12-04,witch,75,swamp,kidnapping,unknown,dusk,bones,2019,December,Wednesday,long
8444,2024-08-10,witch,20,village,arson,unknown,dusk,potions,2024,August,Saturday,short
7404,2020-06-25,werewolf,79,mountain,assault,unknown,dusk,teeth,2020,June,Thursday,long
1083,2023-09-13,werewolf,28,village,nightly disturbance,knife,night,teeth,2023,September,Wednesday,short
104,2023-06-18,vampire,44,castle,assault,unknown,night,teeth,2023,June,Sunday,medium
5808,2022-02-03,vampire,57,castle,assault,knife,night,blood,2022,February,Thursday,medium
1433,2024-03-30,ghost,25,village,nightly disturbance,brute force,night,potions,2024,March,Saturday,short
1675,2022-11-07,vampire,86,castle,nightly disturbance,pistol,night,blood,2022,November,Monday,long
5338,2021-10-16,zombie,67,village,assault,axe,dusk,bones,2021,October,Saturday,long
1162,2019-11-24,ghost,88,castle,nightly disturbance,unknown,night,cloak,2019,November,Sunday,long
7221,2022-02-12,skeleton,82,castle,vandalism,axe,dusk,cloak,2022,February,Saturday,long
1584,2023-07-26,werewolf,75,mountain,nightly disturbance,brute force,night,bones,2023,July,Wednesday,long
1099,2023-02-02,zombie,88,forest,kidnapping,brute force,dusk,fur,2023,February,Thursday,long
6147,2022-04-13,ghost,88,village,nightly disturbance,axe,night,potions,2022,April,Wednesday,long
8763,2022-09-22,ghost,88,village,vandalism,pistol,dusk,cloak,2022,September,Thursday,long
8426,2020-10-10,werewolf,71,mountain,vandalism,brute force,dawn,fur,2020,October,Saturday,long
7888,2019-12-14,witch,58,swamp,arson,pistol,dawn,bones,2019,December,Saturday,medium
6146,2021-10-31,zombie,15,swamp,assault,unknown,day,bones,2021,October,Sunday,short
8863,2021-02-28,werewolf,14,forest,vandalism,pistol,day,fur,2021,February,Sunday,short
8846,2020-07-25,ghost,9,castle,nightly disturbance,axe,night,cloak,2020,July,Saturday,short
1711,2021-04-23,zombie,7,mountain,assault,unknown,dusk,potions,2021,April,Friday,short
4781,2021-07-24,ghost,46,village,theft,unknown,dusk,cloak,2021,July,Saturday,medium
3422,2022-04-21,vampire,85,castle,assault,unknown,night,cloak,2022,April,Thursday,long
3683,2022-06-10,werewolf,39,mountain,kidnapping,brute force,night,fur,2022,June,Friday,medium
1702,2022-01-20,witch,55,village,arson,unknown,night,teeth,2022,January,Thursday,medium
9,2023-12-16,witch,36,village,arson,knife,night,potions,2023,December,Saturday,medium
6123,2024-09-23,witch,5,village,arson,knife,dawn,potions,2024,September,Monday,short
6582,2021-12-10,witch,4,swamp,kidnapping,knife,night,potions,2021,December,Friday,short
4165,2023-01-30,witch,54,village,kidnapping,knife,day,cloak,2023,January,Monday,medium
8818,2022-11-30,witch,56,village,arson,unknown,night,bones,2022,November,Wednesday,medium
6106,2024-03-13,ghost,61,village,theft,unknown,night,potions,2024,March,Wednesday,long
575,2024-05-16,ghost,82,castle,nightly disturbance,unknown,night,potions,2024,May,Thursday,long
9253,2024-05-30,zombie,76,swamp,kidnapping,knife,dawn,teeth,2024,May,Thursday,long
1823,2024-05-21,werewolf,36,swamp,nightly disturbance,axe,night,fur,2024,May,Tuesday,medium
8588,2023-03-22,ghost,11,castle,nightly disturbance,unknown,night,potions,2023,March,Wednesday,short
4947,2022-08-02,ghost,87,village,nightly disturbance,brute force,night,cloak,2022,August,Tuesday,long
1615,2023-10-01,ghost,47,village,nightly disturbance,brute force,night,potions,2023,October,Sunday,medium
8008,2023-04-18,witch,52,village,arson,knife,dusk,potions,2023,April,Tuesday,medium
9644,2020-01-05,vampire,92,castle,murder,axe,night,teeth,2020,January,Sunday,very long
2855,2023-05-22,vampire,70,castle,assault,unknown,dusk,cloak,2023,May,Monday,long
5524,2021-01-05,skeleton,94,castle,nightly disturbance,pistol,night,cloak,2021,January,Tuesday,very long
3566,2023-03-07,vampire,31,castle,assault,axe,night,cloak,2023,March,Tuesday,medium
8772,2020-06-17,zombie,79,swamp,murder,unknown,dawn,fur,2020,June,Wednesday,long
1168,2021-09-26,ghost,5,village,vandalism,pistol,dusk,potions,2021,September,Sunday,short
6613,2021-11-01,vampire,57,castle,nightly disturbance,unknown,night,cloak,2021,November,Monday,medium
9179,2019-12-15,werewolf,40,forest,assault,axe,night,teeth,2019,December,Sunday,medium
7695,2021-04-29,ghost,3,castle,vandalism,axe,dawn,cloak,2021,April,Thursday,short
8381,2020-04-21,witch,95,village,arson,unknown,night,fur,2020,April,Tuesday,very long
4586,2019-11-01,ghost,11,castle,theft,brute force,night,cloak,2019,November,Friday,short
9225,2022-11-10,witch,1,village,assault,knife,dusk,potions,2022,November,Thursday,short
6548,2021-03-27,skeleton,97,mountain,vandalism,pistol,dawn,bones,2021,March,Saturday,very long
5886,2023-01-30,witch,34,swamp,arson,knife,dawn,potions,2023,January,Monday,medium
1204,2022-04-23,ghost,43,village,vandalism,knife,dusk,potions,2022,April,Saturday,medium
7517,2022-01-21,witch,15,swamp,arson,unknown,dusk,bones,2022,January,Friday,short
8607,2020-08-01,ghost,18,castle,vandalism,unknown,dusk,potions,2020,August,Saturday,short
970,2023-01-27,vampire,27,mountain,assault,knife,night,blood,2023,January,Friday,short
7527,2022-11-10,witch,46,village,arson,knife,day,teeth,2022,November,Thursday,medium
37,2024-05-13,zombie,66,forest,kidnapping,knife,dawn,bones,2024,May,Monday,long
7589,2022-12-10,werewolf,13,forest,assault,pistol,night,fur,2022,December,Saturday,short
7719,2023-12-31,werewolf,19,mountain,vandalism,unknown,dusk,fur,2023,December,Sunday,short
4483,2021-12-06,werewolf,35,forest,nightly disturbance,pistol,night,teeth,2021,December,Monday,medium
6223,2021-01-30,skeleton,34,forest,nightly disturbance,knife,night,bones,2021,January,Saturday,medium
7820,2021-07-04,skeleton,58,mountain,assault,pistol,day,bones,2021,July,Sunday,medium
9684,2021-02-19,zombie,68,forest,kidnapping,axe,dusk,blood,2021,February,Friday,long
8199,2023-05-29,witch,16,village,arson,knife,dawn,potions,2023,May,Monday,short
7038,2021-01-28,vampire,26,castle,theft,knife,night,teeth,2021,January,Thursday,short
5778,2023-03-30,ghost,83,castle,vandalism,pistol,dawn,potions,2023,March,Thursday,long
585,2024-04-28,skeleton,2,forest,nightly disturbance,brute force,night,bones,2024,April,Sunday,short
9931,2019-12-20,werewolf,12,forest,assault,unknown,night,bones,2019,December,Friday,short
4143,2020-10-04,skeleton,88,castle,vandalism,unknown,day,bones,2020,October,Sunday,long
7721,2024-01-12,werewolf,45,mountain,nightly disturbance,unknown,night,blood,2024,January,Friday,medium
4193,2022-05-19,zombie,6,mountain,murder,pistol,day,potions,2022,May,Thursday,short
3164,2020-11-26,ghost,52,castle,vandalism,unknown,dawn,potions,2020,November,Thursday,medium
4937,2021-12-08,vampire,92,castle,nightly disturbance,unknown,night,cloak,2021,December,Wednesday,very long
10076,2023-09-16,skeleton,48,castle,arson,unknown,dusk,cloak,2023,September,Saturday,medium
7544,2019-11-23,ghost,82,castle,nightly disturbance,unknown,night,cloak,2019,November,Saturday,long
1853,2020-10-20,zombie,57,swamp,kidnapping,unknown,dusk,teeth,2020,October,Tuesday,medium
9240,2023-10-12,witch,78,swamp,arson,knife,dusk,bones,2023,October,Thursday,long
4938,2024-08-02,werewolf,56,mountain,vandalism,axe,night,bones,2024,August,Friday,medium
2315,2023-07-20,ghost,66,castle,vandalism,axe,night,cloak,2023,July,Thursday,long
1345,2022-05-18,zombie,90,forest,murder,pistol,night,bones,2022,May,Wednesday,long
2802,2020-03-12,witch,69,village,kidnapping,unknown,day,potions,2020,March,Thursday,long
3724,2023-01-08,skeleton,22,mountain,vandalism,axe,dusk,bones,2023,January,Sunday,short
8368,2024-03-27,zombie,9,swamp,vandalism,brute force,dawn,potions,2024,March,Wednesday,short
5988,2022-10-07,ghost,56,castle,vandalism,unknown,dusk,cloak,2022,October,Friday,medium
645,2022-04-10,zombie,49,forest,kidnapping,pistol,day,teeth,2022,April,Sunday,medium
48,2021-01-12,skeleton,3,mountain,nightly disturbance,pistol,night,bones,2021,January,Tuesday,short
2630,2024-04-23,skeleton,99,mountain,vandalism,knife,day,cloak,2024,April,Tuesday,very long
1987,2020-09-10,vampire,56,village,assault,brute force,night,teeth,2020,September,Thursday,medium
2194,2024-01-31,werewolf,47,forest,assault,axe,night,fur,2024,January,Wednesday,medium
5098,2023-11-21,werewolf,87,mountain,assault,knife,night,fur,2023,November,Tuesday,long
3369,2023-09-12,skeleton,24,mountain,nightly disturbance,knife,night,cloak,2023,September,Tuesday,short
3051,2022-09-19,vampire,52,village,nightly disturbance,knife,night,blood,2022,September,Monday,medium
8854,2022-08-14,ghost,73,village,vandalism,knife,night,cloak,2022,August,Sunday,long
9268,2024-04-29,ghost,59,castle,arson,pistol,dusk,potions,2024,April,Monday,medium
1375,2022-11-27,witch,23,mountain,arson,unknown,dusk,potions,2022,November,Sunday,short
5858,2024-02-08,ghost,26,village,nightly disturbance,knife,night,potions,2024,February,Thursday,short
9494,2022-05-20,zombie,52,mountain,kidnapping,unknown,dawn,bones,2022,May,Friday,medium
3286,2020-06-05,werewolf,1,forest,assault,brute force,night,potions,2020,June,Friday,short
6364,2024-08-09,zombie,48,swamp,assault,knife,dusk,blood,2024,August,Friday,medium
2278,2022-04-13,werewolf,24,forest,vandalism,unknown,dusk,fur,2022,April,Wednesday,short
6088,2022-11-25,skeleton,93,castle,nightly disturbance,pistol,night,bones,2022,November,Friday,very long
1189,2020-04-21,zombie,94,swamp,kidnapping,knife,night,potions,2020,April,Tuesday,very long
8889,2023-06-28,witch,96,mountain,arson,unknown,day,cloak,2023,June,Wednesday,very long
3314,2024-04-05,werewolf,83,mountain,assault,pistol,dusk,bones,2024,April,Friday,long
3005,2020-02-11,skeleton,80,mountain,vandalism,knife,dusk,bones,2020,February,Tuesday,long
3431,2022-04-29,skeleton,73,swamp,vandalism,pistol,dawn,bones,2022,April,Friday,long
7009,2024-10-08,ghost,65,village,theft,unknown,night,potions,2024,October,Tuesday,long
975,2021-12-06,werewolf,60,forest,assault,knife,day,bones,2021,December,Monday,medium
8661,2023-09-08,ghost,51,castle,vandalism,axe,night,potions,2023,September,Friday,medium
750,2024-10-17,vampire,78,castle,nightly disturbance,brute force,night,cloak,2024,October,Thursday,long
7587,2024-05-02,vampire,80,castle,assault,knife,dusk,teeth,2024,May,Thursday,long
3349,2023-01-15,skeleton,1,mountain,vandalism,unknown,dusk,bones,2023,January,Sunday,short
4945,2021-02-28,werewolf,34,forest,vandalism,knife,night,blood,2021,February,Sunday,medium
9433,2021-11-24,skeleton,46,castle,vandalism,pistol,day,bones,2021,November,Wednesday,medium
4719,2024-02-23,ghost,20,castle,vandalism,pistol,night,potions,2024,February,Friday,short
8705,2022-03-23,werewolf,6,forest,assault,knife,night,teeth,2022,March,Wednesday,short
1231,2022-05-09,vampire,15,village,nightly disturbance,brute force,night,blood,2022,May,Monday,short
4442,2020-10-08,vampire,37,castle,assault,pistol,dawn,blood,2020,October,Thursday,medium
6142,2023-07-19,vampire,27,forest,theft,pistol,dawn,blood,2023,July,Wednesday,short
2642,2022-08-13,ghost,35,castle,nightly disturbance,unknown,night,potions,2022,August,Saturday,medium
2648,2020-04-16,zombie,83,forest,murder,unknown,night,blood,2020,April,Thursday,long
8803,2020-06-19,witch,42,village,kidnapping,brute force,day,cloak,2020,June,Friday,medium
7353,2020-10-11,ghost,6,village,arson,axe,night,potions,2020,October,Sunday,short
3414,2020-12-17,vampire,67,castle,nightly disturbance,knife,night,cloak,2020,December,Thursday,long
7372,2019-11-30,ghost,30,village,nightly disturbance,unknown,night,potions,2019,November,Saturday,short
9955,2022-02-06,zombie,55,village,murder,brute force,night,blood,2022,February,Sunday,medium
5664,2024-08-07,vampire,27,castle,assault,axe,dusk,blood,2024,August,Wednesday,short
9911,2021-12-24,witch,64,village,kidnapping,unknown,day,potions,2021,December,Friday,long
5846,2024-09-28,skeleton,15,mountain,nightly disturbance,brute force,night,bones,2024,September,Saturday,short
8605,2023-10-13,zombie,31,forest,kidnapping,pistol,day,potions,2023,October,Friday,medium
6920,2022-11-06,witch,20,swamp,kidnapping,unknown,dawn,cloak,2022,November,Sunday,short
1532,2023-05-14,werewolf,50,village,nightly disturbance,axe,night,teeth,2023,May,Sunday,medium
5148,2022-11-18,zombie,54,village,assault,unknown,dusk,fur,2022,November,Friday,medium
7711,2020-11-09,zombie,10,swamp,vandalism,pistol,day,potions,2020,November,Monday,short
9176,2023-07-10,ghost,99,castle,nightly disturbance,axe,night,potions,2023,July,Monday,very long
8100,2023-08-29,zombie,33,village,assault,pistol,dawn,potions,2023,August,Tuesday,medium
2420,2024-03-10,ghost,13,village,theft,unknown,night,cloak,2024,March,Sunday,short
594,2023-10-05,zombie,29,village,kidnapping,knife,dusk,fur,2023,October,Thursday,short
3556,2020-02-22,werewolf,9,village,nightly disturbance,pistol,night,teeth,2020,February,Saturday,short
7729,2024-10-02,skeleton,71,mountain,vandalism,knife,day,cloak,2024,October,Wednesday,long
9036,2024-06-29,vampire,90,castle,nightly disturbance,axe,night,blood,2024,June,Saturday,long
859,2021-12-17,zombie,45,swamp,murder,knife,dawn,potions,2021,December,Friday,medium
340,2020-06-09,zombie,97,forest,kidnapping,knife,dusk,potions,2020,June,Tuesday,very long
6701,2024-09-04,skeleton,38,castle,vandalism,brute force,day,bones,2024,September,Wednesday,medium
9062,2020-02-21,ghost,85,forest,vandalism,knife,night,potions,2020,February,Friday,long
7566,2022-03-16,ghost,14,forest,vandalism,axe,night,cloak,2022,March,Wednesday,short
2900,2021-06-14,werewolf,92,forest,vandalism,knife,night,fur,2021,June,Monday,very long
4919,2024-04-16,skeleton,37,mountain,vandalism,brute force,day,bones,2024,April,Tuesday,medium
3587,2023-05-04,ghost,93,castle,vandalism,knife,dawn,potions,2023,May,Thursday,very long
3881,2020-12-27,werewolf,64,forest,nightly disturbance,unknown,night,blood,2020,December,Sunday,long
7333,2020-10-22,witch,71,forest,arson,unknown,dusk,bones,2020,October,Thursday,long
5884,2023-05-21,witch,87,forest,kidnapping,axe,day,fur,2023,May,Sunday,long
24,2023-03-15,werewolf,56,mountain,vandalism,unknown,dawn,fur,2023,March,Wednesday,medium
1468,2022-02-17,skeleton,33,castle,vandalism,brute force,dusk,bones,2022,February,Thursday,medium
1703,2024-07-27,witch,18,village,arson,knife,night,teeth,2024,July,Saturday,short
2338,2023-12-21,skeleton,29,castle,nightly disturbance,pistol,night,bones,2023,December,Thursday,short
9154,2020-01-12,vampire,9,castle,assault,pistol,night,cloak,2020,January,Sunday,short
9500,2020-11-01,skeleton,97,castle,arson,brute force,day,bones,2020,November,Sunday,very long
386,2022-03-14,werewolf,55,mountain,assault,pistol,day,teeth,2022,March,Monday,medium
5874,2021-11-29,zombie,35,swamp,murder,unknown,night,potions,2021,November,Monday,medium
5608,2020-02-07,skeleton,22,mountain,vandalism,knife,dawn,cloak,2020,February,Friday,short
9400,2023-07-14,ghost,20,castle,nightly disturbance,brute force,night,cloak,2023,July,Friday,short
1634,2024-03-05,witch,50,forest,arson,axe,night,cloak,2024,March,Tuesday,medium
797,2024-10-29,ghost,98,castle,theft,axe,night,cloak,2024,October,Tuesday,very long
6043,2022-06-27,skeleton,15,castle,nightly disturbance,knife,night,bones,2022,June,Monday,short
8761,2020-02-18,ghost,35,village,vandalism,axe,night,cloak,2020,February,Tuesday,medium
4521,2024-06-14,ghost,54,castle,nightly disturbance,axe,night,cloak,2024,June,Friday,medium
5665,2022-10-07,skeleton,87,mountain,vandalism,knife,dusk,bones,2022,October,Friday,long
9404,2021-06-17,zombie,50,mountain,kidnapping,knife,dawn,fur,2021,June,Thursday,medium
5707,2021-04-11,ghost,87,castle,vandalism,brute force,dawn,cloak,2021,April,Sunday,long
6280,2023-01-15,vampire,10,village,nightly disturbance,brute force,night,cloak,2023,January,Sunday,short
2314,2023-02-04,witch,32,village,arson,knife,dusk,cloak,2023,February,Saturday,medium
10094,2023-04-05,zombie,8,swamp,murder,knife,dawn,potions,2023,April,Wednesday,short
7652,2023-06-21,werewolf,15,mountain,assault,unknown,night,fur,2023,June,Wednesday,short
1197,2024-04-05,vampire,9,mountain,assault,unknown,night,blood,2024,April,Friday,short
6061,2020-08-05,ghost,24,castle,vandalism,pistol,dusk,potions,2020,August,Wednesday,short
5140,2022-11-16,ghost,85,castle,vandalism,brute force,dawn,potions,2022,November,Wednesday,long
2544,2022-10-06,witch,17,village,arson,unknown,dusk,bones,2022,October,Thursday,short
4164,2022-12-15,witch,36,village,kidnapping,brute force,day,cloak,2022,December,Thursday,medium
5579,2022-10-30,skeleton,24,castle,assault,unknown,day,bones,2022,October,Sunday,short
5686,2022-06-06,zombie,11,forest,kidnapping,axe,dawn,potions,2022,June,Monday,short
8446,2020-06-16,zombie,3,swamp,kidnapping,knife,dawn,teeth,2020,June,Tuesday,short
5932,2024-02-11,zombie,18,mountain,vandalism,unknown,day,potions,2024,February,Sunday,short
8699,2023-09-07,werewolf,62,swamp,assault,axe,day,teeth,2023,September,Thursday,long
7803,2021-07-12,ghost,23,village,vandalism,axe,night,cloak,2021,July,Monday,short
6028,2020-02-05,ghost,80,village,vandalism,pistol,dusk,cloak,2020,February,Wednesday,long
1194,2022-02-28,zombie,3,forest,assault,axe,night,potions,2022,February,Monday,short
8852,2019-11-24,werewolf,33,forest,vandalism,unknown,day,fur,2019,November,Sunday,medium
8319,2024-03-14,witch,36,forest,arson,unknown,day,cloak,2024,March,Thursday,medium
2850,2021-06-02,werewolf,58,village,assault,unknown,night,fur,2021,June,Wednesday,medium
10065,2023-10-16,zombie,72,village,kidnapping,unknown,dawn,potions,2023,October,Monday,long
8792,2021-03-25,witch,33,swamp,arson,brute force,night,potions,2021,March,Thursday,medium
6674,2024-02-23,werewolf,4,village,vandalism,knife,night,fur,2024,February,Friday,short
2852,2020-04-08,skeleton,72,mountain,vandalism,unknown,day,cloak,2020,April,Wednesday,long
7608,2022-10-27,skeleton,76,mountain,vandalism,pistol,dawn,cloak,2022,October,Thursday,long
2287,2021-12-31,zombie,9,mountain,kidnapping,knife,dawn,potions,2021,December,Friday,short
2266,2020-05-28,werewolf,27,mountain,nightly disturbance,pistol,night,blood,2020,May,Thursday,short
6082,2021-11-01,werewolf,67,forest,assault,knife,dawn,fur,2021,November,Monday,long
790,2021-08-09,witch,52,village,assault,pistol,night,cloak,2021,August,Monday,medium
941,2021-03-19,skeleton,83,mountain,nightly disturbance,brute force,night,bones,2021,March,Friday,long
6265,2021-09-06,witch,72,mountain,kidnapping,axe,day,cloak,2021,September,Monday,long
2440,2023-10-25,werewolf,10,village,nightly disturbance,unknown,night,bones,2023,October,Wednesday,short
7068,2024-05-29,ghost,70,castle,nightly disturbance,axe,night,potions,2024,May,Wednesday,long
9206,2020-05-26,vampire,36,castle,nightly disturbance,axe,night,blood,2020,May,Tuesday,medium
1169,2020-11-10,skeleton,50,mountain,vandalism,unknown,day,bones,2020,November,Tuesday,medium
8187,2023-07-06,witch,45,village,assault,unknown,dusk,potions,2023,July,Thursday,medium
5865,2021-10-26,ghost,55,village,vandalism,brute force,night,potions,2021,October,Tuesday,medium
4926,2022-11-12,witch,64,village,kidnapping,axe,dawn,bones,2022,November,Saturday,long
3344,2021-04-28,witch,26,forest,arson,knife,day,cloak,2021,April,Wednesday,short
9051,2023-05-06,zombie,55,forest,kidnapping,axe,day,bones,2023,May,Saturday,medium
1721,2021-12-18,zombie,59,mountain,assault,unknown,dusk,blood,2021,December,Saturday,medium
2520,2020-06-13,zombie,13,swamp,kidnapping,knife,day,bones,2020,June,Saturday,short
3745,2020-10-10,witch,90,village,kidnapping,knife,dawn,cloak,2020,October,Saturday,long
8361,2023-03-01,skeleton,29,castle,vandalism,knife,night,bones,2023,March,Wednesday,short
291,2023-10-18,zombie,42,swamp,murder,unknown,night,blood,2023,October,Wednesday,medium
1624,2024-09-04,skeleton,22,mountain,vandalism,brute force,day,cloak,2024,September,Wednesday,short
6698,2023-05-11,werewolf,16,forest,assault,axe,day,fur,2023,May,Thursday,short
8363,2022-08-28,witch,10,swamp,arson,knife,dawn,cloak,2022,August,Sunday,short
7386,2021-05-18,vampire,27,castle,nightly disturbance,unknown,night,blood,2021,May,Tuesday,short
2279,2022-04-16,vampire,93,village,theft,unknown,night,blood,2022,April,Saturday,very long
7488,2020-09-13,zombie,51,swamp,kidnapping,knife,night,teeth,2020,September,Sunday,medium
8451,2020-08-27,zombie,88,mountain,kidnapping,knife,night,blood,2020,August,Thursday,long
1913,2022-08-30,zombie,42,forest,kidnapping,unknown,dawn,teeth,2022,August,Tuesday,medium
5111,2022-04-30,zombie,96,mountain,kidnapping,knife,night,potions,2022,April,Saturday,very long
6182,2023-02-20,ghost,57,castle,vandalism,brute force,night,potions,2023,February,Monday,medium
571,2021-02-25,ghost,30,castle,nightly disturbance,unknown,night,cloak,2021,February,Thursday,short
296,2020-01-02,skeleton,5,mountain,arson,knife,day,cloak,2020,January,Thursday,short
4763,2023-08-24,zombie,15,swamp,kidnapping,brute force,dawn,blood,2023,August,Thursday,short
7784,2022-12-28,ghost,28,castle,nightly disturbance,axe,night,cloak,2022,December,Wednesday,short
6415,2021-08-19,zombie,98,village,murder,axe,day,teeth,2021,August,Thursday,very long
172,2024-04-08,skeleton,54,mountain,arson,knife,night,bones,2024,April,Monday,medium
272,2023-08-05,skeleton,90,forest,arson,pistol,dusk,cloak,2023,August,Saturday,long
4685,2020-11-19,zombie,59,swamp,murder,pistol,dawn,teeth,2020,November,Thursday,medium
7148,2021-12-12,witch,1,village,assault,unknown,day,blood,2021,December,Sunday,short
3390,2024-04-28,ghost,90,village,nightly disturbance,axe,night,potions,2024,April,Sunday,long
8364,2020-05-01,ghost,99,village,vandalism,pistol,night,cloak,2020,May,Friday,very long
320,2020-05-15,skeleton,40,swamp,arson,unknown,dawn,bones,2020,May,Friday,medium
6797,2023-12-01,vampire,40,castle,theft,axe,dawn,blood,2023,December,Friday,medium
9590,2024-03-24,werewolf,45,village,assault,axe,night,fur,2024,March,Sunday,medium
4108,2021-03-08,ghost,65,village,vandalism,pistol,dusk,potions,2021,March,Monday,long
250,2022-10-24,skeleton,39,castle,nightly disturbance,knife,night,cloak,2022,October,Monday,medium
257,2020-10-02,witch,80,mountain,arson,unknown,dawn,potions,2020,October,Friday,long
1123,2024-02-06,vampire,84,castle,assault,knife,dawn,cloak,2024,February,Tuesday,long
4848,2024-08-22,skeleton,1,mountain,assault,knife,dawn,bones,2024,August,Thursday,short
1732,2022-12-22,witch,73,village,kidnapping,pistol,day,bones,2022,December,Thursday,long
51,2020-05-26,zombie,44,mountain,murder,pistol,night,bones,2020,May,Tuesday,medium
1855,2020-02-14,vampire,3,castle,nightly disturbance,knife,night,cloak,2020,February,Friday,short
