Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
7923,Ghost,No,1.0,M,152.0,27.0,9.0,sunlight,lasagna
4735,Ghost,No,1.0,M,179.0,36.0,8.0,sunlight,humans
3440,Skeleton,Yes,629.0,M,171.0,22.0,1.0,silver,pesto pasta
4116,Zombie,Yes,105.0,F,165.0,15.0,5.0,Sunlight,humans
6420,Witch,Yes,279.0,F,153.0,19.0,6.0,pumpkin,lasagna
6994,Zombie,No,176.0,F,185.0,14.0,5.0,garlic,humans
5914,Witch,Yes,277.0,F,195.0,18.0,5.0,hazelnut,pesto pasta
4406,Zombie,No,65.0,M,183.0,13.0,4.0,sunlight,brain
7780,Vampire,Yes,576.0,M,169.0,45.0,7.0,sunlight,humans
8444,Witch,Yes,605.0,M,153.0,18.0,2.0,pumpkin,rats
9808,Werewolf,Yes,80.0,F,182.0,38.0,6.0,silver,rats
4007,Werewolf,No,165.0,F,191.0,82.0,7.0,hazelnut,lasagna
235,Vampire,Yes,374.0,F,184.0,13.0,7.0,garlic,rats
9972,Skeleton,No,837.0,F,188.0,23.0,3.0,silver,brain
1367,Ghost,No,1.0,M,165.0,66.0,10.0,sunlight,brain
3708,Ghost,Yes,872.0,F,164.0,74.0,9.0,garlic,rats
7451,Werewolf,No,104.0,M,173.0,66.0,1.0,silver,pesto pasta
2513,Skeleton,No,1307.0,M,168.0,40.0,2.0,silver,humans
6041,Zombie,Yes,2.0,M,184.0,14.0,9.0,sunlight,pesto pasta
1760,Skeleton,No,1670.0,M,168.0,32.0,3.0,silver,humans
3623,Skeleton,Yes,488.0,F,182.0,1.0,7.0,pumpkin,brain
5830,Skeleton,Yes,85.0,M,166.0,25.0,6.0,garlic,humans
2252,Skeleton,No,2455.0,M,169.0,23.0,5.0,garlic,rats
6183,Skeleton,No,1131.0,M,161.0,18.0,2.0,Silver,humans
8359,Werewolf,Yes,32.0,F,192.0,64.0,7.0,silver,lasagna
3086,Ghost,Yes,2220.0,M,159.0,54.0,5.0,sunlight,rats
7904,Skeleton,No,1851.0,M,196.0,3.0,3.0,garlic,rats
6354,Witch,Yes,404.0,M,192.0,27.0,2.0,hazelnut,lasagna
5857,Ghost,Yes,854.0,M,163.0,41.0,8.0,cat hair,pesto pasta
3699,Ghost,Yes,1934.0,F,184.0,15.0,10.0,pumpkin,lasagna
8381,Witch,No,384.0,M,183.0,16.0,1.0,hazelnut,humans
9986,Witch,Yes,239.0,M,194.0,20.0,2.0,silver,humans
105,Vampire,Yes,39.0,F,165.0,36.0,2.0,silver,rats
7604,Werewolf,No,94.0,M,198.0,70.0,6.0,cat hair,brain
8112,Skeleton,No,1249.0,F,163.0,21.0,3.0,silver,lasagna
312,Ghost,Yes,1.0,M,157.0,12.0,1.0,garlic,rats
6606,Skeleton,Yes,1869.0,M,168.0,37.0,8.0,silver,rats
6169,Werewolf,No,107.0,F,187.0,91.0,4.0,silver,lasagna
5370,Zombie,Yes,1.0,F,166.0,16.0,3.0,silver,pesto pasta
7318,Zombie,Yes,99.0,F,195.0,7.0,2.0,sunlight,lasagna
5989,Vampire,No,89.0,F,198.0,36.0,7.0,sunlight,humans
2979,Witch,Yes,428.0,F,166.0,14.0,3.0,hazelnut,brain
3829,Zombie,Yes,10.0,M,153.0,6.0,4.0,cat hair,brain
10054,Skeleton,No,1243.0,M,178.0,1.0,3.0,silver,humans
4020,Vampire,Yes,542.0,M,150.0,24.0,8.0,garlic,pesto pasta
1004,Zombie,Yes,52.0,M,150.0,12.0,5.0,sunlight,pesto pasta
6341,Witch,No,361.0,M,180.0,21.0,4.0,hazelnut,lasagna
1826,Werewolf,Yes,172.0,M,195.0,47.0,8.0,silver,rats
9861,Vampire,No,319.0,M,187.0,35.0,1.0,garlic,humans
9324,Witch,No,315.0,F,170.0,25.0,2.0,hazelnut,LASAGNA
1316,Zombie,Yes,129.0,F,179.0,16.0,4.0,cat hair,pesto pasta
9496,Zombie,Yes,193.0,F,151.0,15.0,5.0,garlic,humans
4117,Skeleton,No,2023.0,F,162.0,32.0,3.0,garlic,pesto pasta
193,Zombie,Yes,24.0,M,187.0,9.0,5.0,cat hair,rats
8117,Vampire,Yes,118.0,M,198.0,45.0,5.0,garlic,humans
4605,Werewolf,Yes,89.0,M,166.0,60.0,7.0,garlic,rats
1469,Skeleton,No,1134.0,M,170.0,31.0,8.0,silver,pesto pasta
6821,Vampire,No,751.0,F,188.0,45.0,6.0,sunlight,pesto pasta
587,Ghost,No,1369.0,M,190.0,84.0,10.0,hazelnut,rats
727,Vampire,Yes,567.0,M,157.0,38.0,5.0,silver,rats
4933,Werewolf,No,178.0,M,167.0,92.0,7.0,silver,pesto pasta
628,Werewolf,Yes,1.0,F,188.0,34.0,6.0,Silver,brain
3635,Werewolf,No,171.0,M,167.0,88.0,6.0,silver,humans
8526,Skeleton,Yes,1152.0,M,157.0,21.0,10.0,silver,pesto pasta
9129,Vampire,Yes,524.0,F,174.0,53.0,3.0,garlic,humans
2179,Skeleton,No,1.0,M,161.0,1.0,4.0,cat hair,brain
6465,Witch,No,344.0,F,169.0,18.0,2.0,hazelnut,pesto pasta
5375,Zombie,Yes,106.0,F,188.0,16.0,5.0,sunlight,rats
8498,Skeleton,No,398.0,M,156.0,39.0,3.0,silver,brain
1685,Ghost,Yes,3791.0,F,159.0,79.0,2.0,pumpkin,pesto pasta
9157,Witch,Yes,453.0,M,150.0,19.0,1.0,hazelnut,humans
2617,Zombie,Yes,91.0,F,160.0,14.0,4.0,garlic,brain
5771,Zombie,No,104.0,M,162.0,13.0,4.0,sunlight,lasagna
6506,Witch,Yes,447.0,M,165.0,23.0,5.0,pumpkin,lasagna
8499,Vampire,No,561.0,F,197.0,48.0,7.0,silver,lasagna
5115,Ghost,Yes,609.0,M,160.0,58.0,1.0,sunlight,brain
6607,Zombie,No,104.0,M,155.0,11.0,5.0,sunlight,rats
4986,Witch,Yes,495.0,M,180.0,13.0,3.0,hazelnut,lasagna
7349,Witch,Yes,447.0,F,194.0,11.0,5.0,pumpkin,lasagna
5536,Witch,No,493.0,F,187.0,23.0,1.0,hazelnut,lasagna
5672,Vampire,No,584.0,M,163.0,19.0,3.0,sunlight,humans
1655,Vampire,Yes,593.0,F,185.0,34.0,7.0,garlic,rats
2270,Witch,Yes,493.0,M,154.0,23.0,2.0,pumpkin,lasagna
7440,Vampire,No,136.0,F,180.0,31.0,8.0,garlic,rats
2865,Witch,Yes,245.0,F,198.0,15.0,2.0,hazelnut,brain
5446,Werewolf,Yes,70.0,M,152.0,99.0,7.0,cat hair,humans
4242,Witch,No,547.0,F,174.0,23.0,2.0,hazelnut,rats
3618,Werewolf,Yes,161.0,M,179.0,49.0,6.0,silver,Lasagna
1398,Zombie,No,65.0,M,172.0,19.0,1.0,pumpkin,lasagna
400,Ghost,Yes,1831.0,M,181.0,10.0,1.0,garlic,rats
5027,Witch,Yes,366.0,M,153.0,24.0,3.0,hazelnut,pesto pasta
9817,Zombie,Yes,131.0,M,175.0,24.0,9.0,garlic,lasagna
190,Zombie,Yes,25.0,F,194.0,13.0,6.0,cat hair,Rats
5024,Witch,Yes,163.0,F,153.0,16.0,2.0,hazelnut,pesto pasta
5191,Vampire,No,439.0,M,152.0,55.0,6.0,sunlight,brain
846,Zombie,Yes,26.0,F,164.0,19.0,5.0,garlic,humans
790,Witch,No,389.0,F,152.0,19.0,6.0,pumpkin,rats
6943,Werewolf,No,96.0,M,168.0,63.0,3.0,silver,lasagna
7979,zombie,Yes,42.0,F,196.0,6.0,3.0,cat hair,rats
3105,Zombie,No,38.0,F,185.0,20.0,10.0,cat hair,pesto pasta
4964,Ghost,Yes,2524.0,M,158.0,67.0,10.0,sunlight,pesto pasta
8053,Vampire,No,278.0,M,160.0,40.0,6.0,garlic,rats
6226,Zombie,Yes,1.0,F,190.0,12.0,2.0,garlic,humans
3343,Zombie,Yes,56.0,F,167.0,14.0,6.0,sunlight,pesto pasta
806,Witch,No,357.0,M,154.0,17.0,7.0,hazelnut,brain
1058,Vampire,No,754.0,F,185.0,48.0,7.0,silver,pesto pasta
4519,Zombie,No,145.0,F,161.0,15.0,4.0,pumpkin,pesto pasta
6352,Skeleton,No,829.0,M,168.0,31.0,1.0,silver,brain
4031,Zombie,Yes,167.0,F,172.0,12.0,10.0,sunlight,lasagna
8273,Werewolf,Yes,25.0,F,153.0,80.0,6.0,silver,humans
5072,Werewolf,Yes,95.0,F,157.0,68.0,7.0,silver,brain
9468,Ghost,Yes,2446.0,F,170.0,38.0,5.0,pumpkin,pesto pasta
8904,Witch,Yes,671.0,M,156.0,20.0,1.0,hazelnut,brain
9640,Vampire,Yes,650.0,M,151.0,48.0,6.0,sunlight,rats
8655,Skeleton,Yes,751.0,M,165.0,45.0,9.0,pumpkin,lasagna
2063,Ghost,Yes,1579.0,M,163.0,49.0,10.0,sunlight,brain
7200,Werewolf,Yes,57.0,F,189.0,79.0,6.0,hazelnut,LASAGNA
5124,Werewolf,No,133.0,F,177.0,73.0,6.0,silver,humans
8452,Ghost,No,1233.0,M,184.0,35.0,9.0,sunlight,pesto pasta
4768,Zombie,No,36.0,M,193.0,15.0,2.0,sunlight,rats
3987,Werewolf,No,91.0,M,185.0,53.0,6.0,cat hair,brain
4778,Skeleton,No,389.0,M,155.0,28.0,10.0,silver,brain
5474,Ghost,Yes,858.0,M,152.0,51.0,2.0,sunlight,humans
4785,Ghost,No,2261.0,M,186.0,51.0,6.0,sunlight,rats
4715,Ghost,Yes,1557.0,M,195.0,82.0,1.0,sunlight,brain
2174,Zombie,Yes,128.0,M,171.0,17.0,1.0,cat hair,rats
5929,Zombie,No,5.0,F,151.0,18.0,5.0,sunlight,rats
2223,Ghost,Yes,1425.0,M,178.0,38.0,8.0,garlic,pesto pasta
255,Werewolf,No,162.0,F,199.0,71.0,6.0,silver,brain
8852,Werewolf,No,88.0,F,157.0,100.0,6.0,hazelnut,pesto pasta
2230,Zombie,No,116.0,M,151.0,12.0,4.0,cat hair,rats
854,Witch,Yes,381.0,F,173.0,20.0,2.0,hazelnut,brain
6258,Zombie,Yes,55.0,F,156.0,17.0,7.0,garlic,pesto pasta
997,Ghost,Yes,1400.0,F,172.0,44.0,9.0,sunlight,humans
7553,Werewolf,Yes,124.0,M,193.0,64.0,2.0,hazelnut,humans
6128,Werewolf,Yes,65.0,M,186.0,100.0,7.0,silver,pesto pasta
3091,Vampire,Yes,562.0,F,184.0,46.0,5.0,silver,lasagna
5743,Zombie,No,68.0,F,163.0,21.0,10.0,cat hair,humans
8226,Vampire,Yes,700.0,F,180.0,49.0,7.0,garlic,pesto pasta
1831,Ghost,Yes,181.0,F,177.0,38.0,4.0,sunlight,lasagna
7437,Zombie,No,155.0,M,187.0,20.0,3.0,cat hair,rats
4029,Zombie,Yes,8.0,F,176.0,13.0,4.0,sunlight,humans
2190,Witch,Yes,495.0,M,166.0,23.0,3.0,hazelnut,pesto pasta
2540,Skeleton,No,510.0,M,171.0,12.0,1.0,silver,pesto pasta
2844,Ghost,No,2745.0,F,186.0,46.0,1.0,pumpkin,lasagna
5286,Skeleton,No,972.0,F,168.0,13.0,6.0,Silver,pesto pasta
8574,Werewolf,Yes,140.0,F,173.0,61.0,8.0,Cat hair,lasagna
6069,Werewolf,No,110.0,M,171.0,65.0,5.0,hazelnut,humans
767,Werewolf,Yes,41.0,M,186.0,62.0,7.0,cat hair,pesto pasta
9933,Skeleton,No,647.0,M,168.0,36.0,3.0,garlic,rats
7966,Werewolf,Yes,86.0,M,155.0,54.0,7.0,hazelnut,brain
4649,Skeleton,Yes,1459.0,F,191.0,48.0,4.0,silver,rats
569,Vampire,Yes,385.0,M,197.0,41.0,2.0,garlic,humans
6351,Werewolf,Yes,94.0,F,187.0,58.0,8.0,silver,rats
378,Zombie,Yes,114.0,F,172.0,18.0,6.0,pumpkin,pesto pasta
2753,Vampire,Yes,402.0,F,170.0,31.0,2.0,sunlight,humans
2934,Zombie,No,40.0,F,190.0,20.0,3.0,pumpkin,rats
6978,Zombie,Yes,170.0,F,198.0,9.0,5.0,sunlight,brain
7579,WEREWOLF,No,102.0,F,179.0,59.0,7.0,garlic,pesto pasta
388,Werewolf,Yes,36.0,M,159.0,93.0,6.0,silver,humans
4614,Skeleton,Yes,614.0,F,186.0,15.0,6.0,silver,rats
1331,Witch,Yes,381.0,F,177.0,29.0,2.0,hazelnut,humans
9910,Witch,Yes,476.0,M,196.0,15.0,2.0,hazelnut,lasagna
7704,Ghost,No,1978.0,M,182.0,70.0,10.0,sunlight,pesto pasta
7784,Ghost,No,494.0,M,188.0,59.0,9.0,pumpkin,rats
4097,Skeleton,Yes,813.0,M,198.0,16.0,10.0,silver,brain
9643,Skeleton,Yes,247.0,M,162.0,34.0,3.0,silver,humans
6171,Witch,No,343.0,F,159.0,25.0,4.0,hazelnut,rats
2094,Witch,Yes,270.0,F,177.0,24.0,1.0,hazelnut,pesto pasta
7573,Werewolf,Yes,128.0,M,188.0,55.0,7.0,silver,lasagna
3382,Skeleton,Yes,1124.0,M,160.0,22.0,8.0,silver,pesto pasta
2141,Ghost,Yes,1481.0,F,183.0,38.0,5.0,sunlight,rats
3903,Ghost,No,1249.0,M,177.0,22.0,10.0,pumpkin,humans
3723,Ghost,Yes,1.0,F,154.0,31.0,3.0,sunlight,rats
4289,Witch,No,265.0,M,160.0,18.0,3.0,hazelnut,pesto pasta
5948,Ghost,No,594.0,M,151.0,53.0,7.0,sunlight,brain
84,Zombie,Yes,71.0,F,180.0,14.0,4.0,garlic,rats
2358,Vampire,Yes,528.0,M,199.0,34.0,8.0,sunlight,humans
4416,Werewolf,No,37.0,F,188.0,51.0,6.0,silver,humans
6781,Zombie,Yes,119.0,F,199.0,2.0,2.0,garlic,brain
4696,Witch,No,390.0,M,191.0,19.0,9.0,hazelnut,PESTO PASTA
1183,Witch,No,394.0,F,173.0,22.0,2.0,silver,lasagna
4541,Witch,No,,M,156.0,24.0,5.0,hazelnut,brain
6599,Witch,No,460.0,M,174.0,15.0,1.0,hazelnut,pesto pasta
4353,Skeleton,Yes,2539.0,F,180.0,21.0,5.0,silver,brain
6549,Witch,Yes,345.0,F,189.0,12.0,1.0,garlic,pesto pasta
6463,Werewolf,Yes,82.0,M,177.0,67.0,7.0,hazelnut,pesto pasta
3391,Zombie,Yes,1.0,F,152.0,16.0,1.0,garlic,brain
6061,Ghost,Yes,1551.0,F,151.0,10.0,8.0,pumpkin,pesto pasta
1916,Zombie,Yes,109.0,F,182.0,10.0,5.0,garlic,rats
2616,Zombie,Yes,57.0,M,196.0,14.0,5.0,cat hair,rats
3039,Vampire,No,552.0,M,190.0,21.0,7.0,garlic,lasagna
8502,Zombie,Yes,108.0,M,172.0,21.0,8.0,pumpkin,rats
9179,Werewolf,no,89.0,M,195.0,73.0,7.0,silver,lasagna
4490,Vampire,Yes,611.0,F,170.0,31.0,5.0,garlic,rats
145,Witch,Yes,463.0,M,197.0,21.0,1.0,hazelnut,rats
7793,Werewolf,Yes,149.0,M,199.0,86.0,6.0,cat hair,humans
8982,Skeleton,No,1230.0,M,158.0,23.0,3.0,hazelnut,humans
2619,Skeleton,Yes,1164.0,F,193.0,5.0,8.0,silver,brain
8209,Witch,No,423.0,F,173.0,5.0,2.0,pumpkin,brain
7285,Vampire,Yes,419.0,F,160.0,35.0,5.0,sunlight,rats
3778,Werewolf,Yes,100.0,F,157.0,58.0,6.0,silver,pesto pasta
3279,Zombie,No,68.0,M,155.0,20.0,3.0,cat hair,brain
4513,Witch,Yes,116.0,M,189.0,23.0,1.0,hazelnut,humans
3711,Witch,Yes,390.0,F,179.0,30.0,5.0,hazelnut,humans
7633,Zombie,No,86.0,F,158.0,17.0,2.0,sunlight,rats
2891,Ghost,No,2172.0,F,158.0,39.0,2.0,pumpkin,brain
4762,Werewolf,Yes,86.0,M,189.0,86.0,6.0,silver,brain
7809,Witch,Yes,452.0,F,163.0,18.0,5.0,hazelnut,pesto pasta
7110,Witch,Yes,606.0,M,191.0,26.0,2.0,hazelnut,pesto pasta
6467,Witch,Yes,348.0,F,169.0,15.0,7.0,garlic,lasagna
6658,Zombie,No,69.0,F,177.0,12.0,2.0,garlic,brain
6551,Skeleton,No,1053.0,F,159.0,14.0,6.0,silver,pesto pasta
850,Werewolf,No,103.0,M,185.0,100.0,7.0,silver,lasagna
2845,Zombie,No,112.0,F,187.0,7.0,2.0,cat hair,lasagna
1696,Werewolf,No,147.0,M,156.0,86.0,8.0,sunlight,brain
5042,Werewolf,Yes,178.0,F,174.0,62.0,1.0,cat hair,rats
3675,Ghost,No,1928.0,F,183.0,31.0,9.0,garlic,lasagna
3593,Vampire,No,273.0,F,179.0,34.0,7.0,garlic,humans
4540,Skeleton,No,1190.0,M,172.0,33.0,10.0,silver,humans
4737,Vampire,Yes,831.0,F,161.0,45.0,4.0,sunlight,lasagna
7265,Skeleton,No,1.0,M,172.0,21.0,6.0,garlic,brain
2814,Zombie,No,67.0,M,184.0,11.0,5.0,sunlight,brain
2779,Werewolf,Yes,90.0,F,184.0,70.0,7.0,silver,brain
1329,Vampire,No,718.0,M,187.0,38.0,2.0,sunlight,lasagna
6588,Witch,No,371.0,M,176.0,18.0,2.0,hazelnut,brain
2744,Werewolf,Yes,127.0,M,159.0,77.0,1.0,silver,brain
8903,Werewolf,Yes,121.0,M,174.0,58.0,6.0,cat hair,pesto pasta
4322,Werewolf,Yes,145.0,M,181.0,55.0,6.0,silver,brain
7421,Skeleton,No,501.0,M,163.0,25.0,2.0,silver,pesto pasta
5763,Vampire,Yes,670.0,M,199.0,44.0,1.0,sunlight,Rats
8585,Skeleton,Yes,1455.0,M,160.0,1.0,9.0,silver,brain
2091,Vampire,No,352.0,F,170.0,34.0,4.0,silver,brain
9024,ghost,Yes,1.0,M,173.0,79.0,2.0,sunlight,pesto pasta
1456,Witch,No,207.0,M,175.0,14.0,1.0,pumpkin,rats
7709,Werewolf,Yes,96.0,F,188.0,59.0,7.0,hazelnut,pesto pasta
2930,Witch,Yes,402.0,M,180.0,14.0,5.0,hazelnut,lasagna
9554,Ghost,Yes,171.0,F,174.0,59.0,4.0,hazelnut,rats
2136,Skeleton,Yes,275.0,F,162.0,49.0,3.0,silver,brain
8605,Zombie,No,96.0,F,185.0,19.0,5.0,silver,pesto pasta
1505,Ghost,No,353.0,F,191.0,78.0,10.0,sunlight,lasagna
7290,Vampire,Yes,571.0,F,173.0,31.0,3.0,silver,brain
3912,Vampire,No,590.0,F,187.0,44.0,6.0,silver,lasagna
921,Witch,Yes,219.0,F,187.0,27.0,1.0,hazelnut,rats
8360,Witch,No,446.0,F,176.0,26.0,1.0,hazelnut,humans
7682,Vampire,No,492.0,M,192.0,47.0,2.0,garlic,lasagna
5795,Werewolf,Yes,246.0,F,180.0,96.0,6.0,silver,rats
9652,Werewolf,No,64.0,F,198.0,42.0,6.0,sunlight,lasagna
5233,Zombie,Yes,131.0,M,182.0,7.0,4.0,garlic,brain
6705,Witch,No,167.0,M,157.0,12.0,8.0,hazelnut,rats
8188,Ghost,No,1456.0,F,161.0,48.0,3.0,sunlight,rats
5038,Vampire,Yes,307.0,F,166.0,37.0,5.0,sunlight,pesto pasta
9522,Witch,No,409.0,F,159.0,19.0,2.0,hazelnut,rats
1118,witch,No,270.0,M,187.0,23.0,5.0,pumpkin,brain
2008,Skeleton,Yes,635.0,F,158.0,21.0,10.0,pumpkin,pesto pasta
9440,Ghost,Yes,2237.0,M,153.0,41.0,6.0,sunlight,humans
9214,Zombie,No,65.0,F,188.0,14.0,1.0,cat hair,rats
2905,Ghost,Yes,1027.0,M,172.0,67.0,9.0,garlic,lasagna
681,Werewolf,No,10.0,F,180.0,80.0,4.0,silver,humans
3859,Vampire,Yes,610.0,F,199.0,52.0,5.0,sunlight,lasagna
4441,Zombie,Yes,66.0,F,193.0,11.0,5.0,sunlight,humans
701,Zombie,Yes,73.0,F,152.0,12.0,6.0,cat hair,pesto pasta
3111,Ghost,Yes,3092.0,F,163.0,16.0,10.0,sunlight,lasagna
770,Witch,Yes,306.0,M,188.0,25.0,8.0,pumpkin,brain
4379,Skeleton,No,725.0,F,193.0,51.0,7.0,silver,humans
5850,Vampire,No,142.0,F,178.0,47.0,6.0,garlic,lasagna
9209,Skeleton,Yes,1860.0,F,193.0,2.0,2.0,silver,lasagna
7586,Skeleton,No,2879.0,M,189.0,52.0,4.0,silver,humans
2786,Witch,Yes,116.0,F,162.0,23.0,5.0,hazelnut,humans
985,Witch,NO,274.0,M,164.0,18.0,1.0,hazelnut,rats
7727,Ghost,No,362.0,F,188.0,100.0,1.0,pumpkin,brain
3590,Ghost,Yes,2057.0,F,175.0,1.0,10.0,sunlight,pesto pasta
5117,Ghost,Yes,1113.0,M,161.0,20.0,9.0,sunlight,pesto pasta
3804,Witch,No,546.0,M,190.0,22.0,3.0,hazelnut,humans
5164,Ghost,No,1362.0,M,198.0,52.0,5.0,garlic,rats
360,Skeleton,Yes,837.0,F,170.0,24.0,3.0,silver,lasagna
9538,Skeleton,No,1004.0,F,154.0,16.0,4.0,garlic,pesto pasta
8201,Werewolf,No,133.0,M,154.0,68.0,1.0,hazelnut,pesto pasta
8288,Ghost,No,1.0,F,154.0,62.0,10.0,sunlight,humans
7434,Skeleton,Yes,1239.0,F,194.0,51.0,3.0,silver,pesto pasta
5504,Werewolf,No,26.0,M,162.0,99.0,1.0,garlic,lasagna
5509,Ghost,No,4257.0,F,161.0,67.0,9.0,sunlight,pesto pasta
367,Witch,No,524.0,M,169.0,22.0,2.0,garlic,lasagna
2554,Vampire,Yes,362.0,M,188.0,40.0,1.0,sunlight,rats
1810,Skeleton,Yes,850.0,F,165.0,35.0,3.0,cat hair,pesto pasta
10048,Ghost,No,1093.0,M,186.0,43.0,8.0,sunlight,brain
2360,Werewolf,Yes,19.0,F,186.0,48.0,9.0,silver,lasagna
3935,Werewolf,Yes,29.0,F,178.0,61.0,6.0,garlic,humans
893,Witch,No,381.0,F,188.0,21.0,5.0,hazelnut,brain
6139,Werewolf,No,85.0,F,198.0,68.0,6.0,cat hair,lasagna
8374,Zombie,Yes,84.0,M,161.0,9.0,2.0,garlic,brain
8259,Vampire,No,753.0,F,185.0,48.0,6.0,garlic,lasagna
6065,Ghost,No,2097.0,M,172.0,54.0,1.0,pumpkin,lasagna
6129,Skeleton,Yes,606.0,F,157.0,10.0,9.0,silver,humans
5376,Witch,No,488.0,F,194.0,6.0,1.0,hazelnut,humans
1693,Vampire,No,205.0,M,176.0,43.0,4.0,garlic,lasagna
2444,Ghost,Yes,1550.0,F,164.0,39.0,2.0,silver,humans
1860,Werewolf,No,69.0,F,197.0,72.0,7.0,silver,pesto pasta
7446,Zombie,No,141.0,M,192.0,16.0,3.0,cat hair,brain
2251,Witch,No,667.0,F,152.0,22.0,6.0,hazelnut,humans
7564,Skeleton,No,917.0,M,182.0,19.0,1.0,silver,lasagna
2940,Ghost,Yes,1134.0,F,161.0,65.0,10.0,sunlight,RATS
2759,Skeleton,Yes,941.0,M,187.0,18.0,10.0,silver,pesto pasta
7712,Ghost,No,1.0,F,195.0,84.0,10.0,sunlight,humans
5971,Skeleton,Yes,672.0,F,180.0,46.0,5.0,silver,brain
765,vampire,No,568.0,M,195.0,47.0,6.0,silver,brain
7924,Skeleton,Yes,1533.0,M,195.0,15.0,10.0,silver,pesto pasta
2051,Skeleton,Yes,1550.0,M,155.0,15.0,7.0,garlic,lasagna
4424,Skeleton,No,1667.0,F,154.0,8.0,4.0,garlic,pesto pasta
947,Witch,Yes,100.0,F,191.0,16.0,5.0,pumpkin,pesto pasta
7530,Ghost,Yes,1418.0,F,167.0,31.0,5.0,sunlight,lasagna
2735,Zombie,Yes,105.0,M,154.0,16.0,6.0,sunlight,lasagna
3742,Zombie,Yes,60.0,M,161.0,17.0,5.0,garlic,pesto pasta
2081,SKELETON,Yes,1216.0,F,155.0,1.0,10.0,garlic,brain
5863,Zombie,No,99.0,F,173.0,15.0,6.0,cat hair,lasagna
8323,Zombie,Yes,105.0,M,193.0,8.0,10.0,sunlight,lasagna
6687,Zombie,Yes,74.0,M,156.0,15.0,6.0,garlic,pesto pasta
3876,Witch,Yes,445.0,F,192.0,16.0,4.0,hazelnut,humans
173,Zombie,Yes,134.0,F,151.0,12.0,4.0,silver,brain
8779,Vampire,No,567.0,M,180.0,49.0,1.0,silver,rats
2218,Vampire,No,217.0,M,190.0,33.0,7.0,garlic,brain
1442,Zombie,No,94.0,F,164.0,11.0,4.0,garlic,rats
9202,Zombie,No,120.0,F,187.0,15.0,2.0,cat hair,pesto pasta
3330,Witch,No,419.0,M,155.0,30.0,2.0,hazelnut,humans
2422,Skeleton,Yes,2001.0,M,184.0,26.0,8.0,silver,lasagna
5359,skeleton,Yes,730.0,F,161.0,5.0,10.0,silver,brain
9846,Skeleton,No,1196.0,F,166.0,29.0,9.0,silver,lasagna
3548,Vampire,Yes,695.0,M,161.0,33.0,1.0,silver,humans
60,Skeleton,No,613.0,M,173.0,1.0,7.0,silver,pesto pasta
3218,Werewolf,Yes,179.0,M,173.0,49.0,5.0,silver,lasagna
7995,Werewolf,No,64.0,F,196.0,77.0,6.0,silver,humans
1806,Werewolf,No,70.0,F,197.0,57.0,4.0,silver,pesto pasta
1422,Werewolf,No,63.0,F,193.0,85.0,7.0,cat hair,humans
1532,Werewolf,No,91.0,F,198.0,85.0,9.0,cat hair,humans
8010,Ghost,Yes,1139.0,F,179.0,100.0,1.0,sunlight,lasagna
5680,Zombie,No,76.0,M,186.0,14.0,4.0,garlic,brain
7216,Werewolf,Yes,41.0,M,165.0,100.0,8.0,silver,pesto pasta
5480,Ghost,No,2571.0,F,162.0,100.0,2.0,garlic,pesto pasta
4133,Ghost,Yes,1.0,M,189.0,99.0,4.0,sunlight,pesto pasta
10001,Vampire,Yes,803.0,M,182.0,41.0,4.0,sunlight,brain
2917,Zombie,Yes,58.0,F,174.0,26.0,10.0,cat hair,lasagna
832,Zombie,No,35.0,F,169.0,14.0,6.0,sunlight,pesto pasta
5602,Vampire,no,618.0,M,187.0,33.0,1.0,sunlight,pesto pasta
5296,Zombie,No,132.0,M,165.0,10.0,10.0,sunlight,humans
7262,Zombie,No,95.0,F,191.0,25.0,8.0,garlic,pesto pasta
3211,Ghost,yes,1892.0,F,167.0,72.0,1.0,garlic,pesto pasta
9642,Werewolf,No,116.0,M,154.0,67.0,2.0,silver,humans
1575,Zombie,No,58.0,M,184.0,6.0,6.0,cat hair,brain
491,Zombie,No,145.0,F,168.0,14.0,7.0,pumpkin,rats
4870,Zombie,Yes,1.0,M,189.0,8.0,9.0,sunlight,humans
9546,Witch,Yes,117.0,M,184.0,25.0,5.0,hazelnut,lasagna
7264,Vampire,No,600.0,F,165.0,52.0,4.0,silver,lasagna
9869,Skeleton,Yes,1226.0,F,189.0,26.0,10.0,silver,brain
3980,Werewolf,Yes,101.0,M,157.0,79.0,1.0,hazelnut,brain
399,Vampire,Yes,383.0,M,184.0,64.0,8.0,silver,rats
7326,Skeleton,No,731.0,M,188.0,18.0,1.0,hazelnut,humans
8827,Ghost,No,893.0,M,176.0,88.0,9.0,pumpkin,brain
5118,Werewolf,No,46.0,F,183.0,95.0,5.0,silver,humans
9475,Zombie,Yes,113.0,M,164.0,10.0,4.0,cat hair,brain
6842,Skeleton,Yes,1022.0,M,188.0,64.0,5.0,garlic,rats
401,Skeleton,Yes,1260.0,M,193.0,1.0,7.0,garlic,pesto pasta
3682,Ghost,No,1671.0,M,197.0,71.0,1.0,garlic,rats
901,Ghost,Yes,1136.0,M,177.0,55.0,10.0,sunlight,lasagna
2848,Ghost,Yes,1827.0,F,162.0,51.0,8.0,pumpkin,lasagna
