importtIndex_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food,Age Bin
3903,ghost,no,1249.0,m,177.0,0.22,1.0,pumpkin,humans,old
3723,ghost,yes,1.0,f,154.0,0.31,0.3,sunlight,rats,baby
4289,witch,no,265.0,m,160.0,0.18,0.3,hazelnut,pesto pasta,young adult
5948,ghost,no,594.0,m,151.0,0.53,0.7,sunlight,brain,adult
84,zombie,yes,71.0,f,180.0,0.14,0.4,garlic,rats,baby
2358,vampire,yes,528.0,m,199.0,0.34,0.8,sunlight,humans,adult
4416,werewolf,no,37.0,f,188.0,0.51,0.6,silver,humans,baby
6781,zombie,yes,119.0,f,199.0,0.02,0.2,garlic,brain,teen
4696,witch,no,390.0,m,191.0,0.19,0.9,hazelnut,pesto pasta,adult
1183,witch,no,394.0,f,173.0,0.22,0.2,silver,lasagna,adult
4541,witch,no,378.0,m,156.0,0.24,0.5,hazelnut,brain,young adult
6599,witch,no,460.0,m,174.0,0.15,0.1,hazelnut,pesto pasta,adult
4353,skeleton,yes,2539.0,f,180.0,0.21,0.5,silver,brain,old
6549,witch,yes,345.0,f,189.0,0.12,0.1,garlic,pesto pasta,young adult
6463,werewolf,yes,82.0,m,177.0,0.67,0.7,hazelnut,pesto pasta,teen
3391,zombie,yes,1.0,f,152.0,0.16,0.1,garlic,brain,baby
6061,ghost,yes,1551.0,f,151.0,0.1,0.8,pumpkin,pesto pasta,old
1916,zombie,yes,109.0,f,182.0,0.1,0.5,garlic,rats,teen
2616,zombie,yes,57.0,m,196.0,0.14,0.5,cat hair,rats,baby
3039,vampire,no,552.0,m,190.0,0.21,0.7,garlic,lasagna,adult
8502,zombie,yes,108.0,m,172.0,0.21,0.8,pumpkin,rats,teen
9179,werewolf,no,89.0,m,195.0,0.73,0.7,silver,lasagna,teen
4490,vampire,yes,611.0,f,170.0,0.31,0.5,garlic,rats,middle age
145,witch,yes,463.0,m,197.0,0.21,0.1,hazelnut,rats,adult
7793,werewolf,yes,149.0,m,199.0,0.86,0.6,cat hair,humans,young adult
8982,skeleton,no,1230.0,m,158.0,0.23,0.3,hazelnut,humans,old
2619,skeleton,yes,1164.0,f,193.0,0.05,0.8,silver,brain,old
8209,witch,no,423.0,f,173.0,0.05,0.2,pumpkin,brain,adult
7285,vampire,yes,419.0,f,160.0,0.35,0.5,sunlight,rats,adult
3778,werewolf,yes,100.0,f,157.0,0.58,0.6,silver,pesto pasta,teen
3279,zombie,no,68.0,m,155.0,0.2,0.3,cat hair,brain,baby
4513,witch,yes,116.0,m,189.0,0.23,0.1,hazelnut,humans,teen
3711,witch,yes,390.0,f,179.0,0.3,0.5,hazelnut,humans,adult
7633,zombie,no,86.0,f,158.0,0.17,0.2,sunlight,rats,teen
2891,ghost,no,2172.0,f,158.0,0.39,0.2,pumpkin,brain,old
4762,werewolf,yes,86.0,m,189.0,0.86,0.6,silver,brain,teen
7809,witch,yes,452.0,f,163.0,0.18,0.5,hazelnut,pesto pasta,adult
7110,witch,yes,606.0,m,191.0,0.26,0.2,hazelnut,pesto pasta,middle age
6467,witch,yes,348.0,f,169.0,0.15,0.7,garlic,lasagna,young adult
6658,zombie,no,69.0,f,177.0,0.12,0.2,garlic,brain,baby
6551,skeleton,no,1053.0,f,159.0,0.14,0.6,silver,pesto pasta,middle age
850,werewolf,no,103.0,m,185.0,1.0,0.7,silver,lasagna,teen
2845,zombie,no,112.0,f,187.0,0.07,0.2,cat hair,lasagna,teen
1696,werewolf,no,147.0,m,156.0,0.86,0.8,sunlight,brain,young adult
5042,werewolf,yes,178.0,f,174.0,0.62,0.1,cat hair,rats,young adult
3675,ghost,no,1928.0,f,183.0,0.31,0.9,garlic,lasagna,old
3593,vampire,no,273.0,f,179.0,0.34,0.7,garlic,humans,young adult
4540,skeleton,no,1190.0,m,172.0,0.33,1.0,silver,humans,old
4737,vampire,yes,831.0,f,161.0,0.45,0.4,sunlight,lasagna,middle age
7265,skeleton,no,1.0,m,172.0,0.21,0.6,garlic,brain,baby
2814,zombie,no,67.0,m,184.0,0.11,0.5,sunlight,brain,baby
2779,werewolf,yes,90.0,f,184.0,0.7,0.7,silver,brain,teen
1329,vampire,no,718.0,m,187.0,0.38,0.2,sunlight,lasagna,middle age
6588,witch,no,371.0,m,176.0,0.18,0.2,hazelnut,brain,young adult
2744,werewolf,yes,127.0,m,159.0,0.77,0.1,silver,brain,teen
8903,werewolf,yes,121.0,m,174.0,0.58,0.6,cat hair,pesto pasta,teen
4322,werewolf,yes,145.0,m,181.0,0.55,0.6,silver,brain,teen
7421,skeleton,no,501.0,m,163.0,0.25,0.2,silver,pesto pasta,adult
5763,vampire,yes,670.0,m,199.0,0.44,0.1,sunlight,rats,middle age
8585,skeleton,yes,1455.0,m,160.0,0.01,0.9,silver,brain,old
2091,vampire,no,352.0,f,170.0,0.34,0.4,silver,brain,young adult
9024,ghost,yes,1.0,m,173.0,0.79,0.2,sunlight,pesto pasta,baby
1456,witch,no,207.0,m,175.0,0.14,0.1,pumpkin,rats,young adult
7709,werewolf,yes,96.0,f,188.0,0.59,0.7,hazelnut,pesto pasta,teen
2930,witch,yes,402.0,m,180.0,0.14,0.5,hazelnut,lasagna,adult
9554,ghost,yes,171.0,f,174.0,0.59,0.4,hazelnut,rats,young adult
2136,skeleton,yes,275.0,f,162.0,0.49,0.3,silver,brain,young adult
8605,zombie,no,96.0,f,185.0,0.19,0.5,silver,pesto pasta,teen
1505,ghost,no,353.0,f,191.0,0.78,1.0,sunlight,lasagna,young adult
7290,vampire,yes,571.0,f,173.0,0.31,0.3,silver,brain,adult
3912,vampire,no,590.0,f,187.0,0.44,0.6,silver,lasagna,adult
921,witch,yes,219.0,f,187.0,0.27,0.1,hazelnut,rats,young adult
8360,witch,no,446.0,f,176.0,0.26,0.1,hazelnut,humans,adult
7682,vampire,no,492.0,m,192.0,0.47,0.2,garlic,lasagna,adult
5795,werewolf,yes,246.0,f,180.0,0.96,0.6,silver,rats,young adult
9652,werewolf,no,64.0,f,198.0,0.42,0.6,sunlight,lasagna,baby
5233,zombie,yes,131.0,m,182.0,0.07,0.4,garlic,brain,teen
6705,witch,no,167.0,m,157.0,0.12,0.8,hazelnut,rats,young adult
8188,ghost,no,1456.0,f,161.0,0.48,0.3,sunlight,rats,old
5038,vampire,yes,307.0,f,166.0,0.37,0.5,sunlight,pesto pasta,young adult
9522,witch,no,409.0,f,159.0,0.19,0.2,hazelnut,rats,adult
1118,witch,no,270.0,m,187.0,0.23,0.5,pumpkin,brain,young adult
2008,skeleton,yes,635.0,f,158.0,0.21,1.0,pumpkin,pesto pasta,middle age
9440,ghost,yes,2237.0,m,153.0,0.41,0.6,sunlight,humans,old
9214,zombie,no,65.0,f,188.0,0.14,0.1,cat hair,rats,baby
2905,ghost,yes,1027.0,m,172.0,0.67,0.9,garlic,lasagna,middle age
681,werewolf,no,10.0,f,180.0,0.8,0.4,silver,humans,baby
3859,vampire,yes,610.0,f,199.0,0.52,0.5,sunlight,lasagna,middle age
4441,zombie,yes,66.0,f,193.0,0.11,0.5,sunlight,humans,baby
701,zombie,yes,73.0,f,152.0,0.12,0.6,cat hair,pesto pasta,baby
3111,ghost,yes,3092.0,f,163.0,0.16,1.0,sunlight,lasagna,old
770,witch,yes,306.0,m,188.0,0.25,0.8,pumpkin,brain,young adult
4379,skeleton,no,725.0,f,193.0,0.51,0.7,silver,humans,middle age
5850,vampire,no,142.0,f,178.0,0.47,0.6,garlic,lasagna,teen
9209,skeleton,yes,1860.0,f,193.0,0.02,0.2,silver,lasagna,old
7586,skeleton,no,2879.0,m,189.0,0.52,0.4,silver,humans,old
2786,witch,yes,116.0,f,162.0,0.23,0.5,hazelnut,humans,teen
985,witch,no,274.0,m,164.0,0.18,0.1,hazelnut,rats,young adult
7727,ghost,no,362.0,f,188.0,1.0,0.1,pumpkin,brain,young adult
3590,ghost,yes,2057.0,f,175.0,0.01,1.0,sunlight,pesto pasta,old
5117,ghost,yes,1113.0,m,161.0,0.2,0.9,sunlight,pesto pasta,middle age
3804,witch,no,546.0,m,190.0,0.22,0.3,hazelnut,humans,adult
5164,ghost,no,1362.0,m,198.0,0.52,0.5,garlic,rats,old
360,skeleton,yes,837.0,f,170.0,0.24,0.3,silver,lasagna,middle age
9538,skeleton,no,1004.0,f,154.0,0.16,0.4,garlic,pesto pasta,middle age
8201,werewolf,no,133.0,m,154.0,0.68,0.1,hazelnut,pesto pasta,teen
8288,ghost,no,1.0,f,154.0,0.62,1.0,sunlight,humans,baby
7434,skeleton,yes,1239.0,f,194.0,0.51,0.3,silver,pesto pasta,old
5504,werewolf,no,26.0,m,162.0,0.99,0.1,garlic,lasagna,baby
5509,ghost,no,4257.0,f,161.0,0.67,0.9,sunlight,pesto pasta,old
367,witch,no,524.0,m,169.0,0.22,0.2,garlic,lasagna,adult
2554,vampire,yes,362.0,m,188.0,0.4,0.1,sunlight,rats,young adult
1810,skeleton,yes,850.0,f,165.0,0.35,0.3,cat hair,pesto pasta,middle age
10048,ghost,no,1093.0,m,186.0,0.43,0.8,sunlight,brain,middle age
2360,werewolf,yes,19.0,f,186.0,0.48,0.9,silver,lasagna,baby
3935,werewolf,yes,29.0,f,178.0,0.61,0.6,garlic,humans,baby
893,witch,no,381.0,f,188.0,0.21,0.5,hazelnut,brain,adult
6139,werewolf,no,85.0,f,198.0,0.68,0.6,cat hair,lasagna,teen
8374,zombie,yes,84.0,m,161.0,0.09,0.2,garlic,brain,teen
8259,vampire,no,753.0,f,185.0,0.48,0.6,garlic,lasagna,middle age
6065,ghost,no,2097.0,m,172.0,0.54,0.1,pumpkin,lasagna,old
6129,skeleton,yes,606.0,f,157.0,0.1,0.9,silver,humans,middle age
5376,witch,no,488.0,f,194.0,0.06,0.1,hazelnut,humans,adult
1693,vampire,no,205.0,m,176.0,0.43,0.4,garlic,lasagna,young adult
2444,ghost,yes,1550.0,f,164.0,0.39,0.2,silver,humans,old
1860,werewolf,no,69.0,f,197.0,0.72,0.7,silver,pesto pasta,baby
7446,zombie,no,141.0,m,192.0,0.16,0.3,cat hair,brain,teen
2251,witch,no,667.0,f,152.0,0.22,0.6,hazelnut,humans,middle age
7564,skeleton,no,917.0,m,182.0,0.19,0.1,silver,lasagna,middle age
2940,ghost,yes,1134.0,f,161.0,0.65,1.0,sunlight,rats,middle age
2759,skeleton,yes,941.0,m,187.0,0.18,1.0,silver,pesto pasta,middle age
7712,ghost,no,1.0,f,195.0,0.84,1.0,sunlight,humans,baby
5971,skeleton,yes,672.0,f,180.0,0.46,0.5,silver,brain,middle age
765,vampire,no,568.0,m,195.0,0.47,0.6,silver,brain,adult
7924,skeleton,yes,1533.0,m,195.0,0.15,1.0,silver,pesto pasta,old
2051,skeleton,yes,1550.0,m,155.0,0.15,0.7,garlic,lasagna,old
4424,skeleton,no,1667.0,f,154.0,0.08,0.4,garlic,pesto pasta,old
947,witch,yes,100.0,f,191.0,0.16,0.5,pumpkin,pesto pasta,teen
7530,ghost,yes,1418.0,f,167.0,0.31,0.5,sunlight,lasagna,old
2735,zombie,yes,105.0,m,154.0,0.16,0.6,sunlight,lasagna,teen
3742,zombie,yes,60.0,m,161.0,0.17,0.5,garlic,pesto pasta,baby
2081,skeleton,yes,1216.0,f,155.0,0.01,1.0,garlic,brain,old
5863,zombie,no,99.0,f,173.0,0.15,0.6,cat hair,lasagna,teen
8323,zombie,yes,105.0,m,193.0,0.08,1.0,sunlight,lasagna,teen
6687,zombie,yes,74.0,m,156.0,0.15,0.6,garlic,pesto pasta,baby
3876,witch,yes,445.0,f,192.0,0.16,0.4,hazelnut,humans,adult
173,zombie,yes,134.0,f,151.0,0.12,0.4,silver,brain,teen
8779,vampire,no,567.0,m,180.0,0.49,0.1,silver,rats,adult
2218,vampire,no,217.0,m,190.0,0.33,0.7,garlic,brain,young adult
1442,zombie,no,94.0,f,164.0,0.11,0.4,garlic,rats,teen
9202,zombie,no,120.0,f,187.0,0.15,0.2,cat hair,pesto pasta,teen
3330,witch,no,419.0,m,155.0,0.3,0.2,hazelnut,humans,adult
2422,skeleton,yes,2001.0,m,184.0,0.26,0.8,silver,lasagna,old
5359,skeleton,yes,730.0,f,161.0,0.05,1.0,silver,brain,middle age
9846,skeleton,no,1196.0,f,166.0,0.29,0.9,silver,lasagna,old
3548,vampire,yes,695.0,m,161.0,0.33,0.1,silver,humans,middle age
60,skeleton,no,613.0,m,173.0,0.01,0.7,silver,pesto pasta,middle age
3218,werewolf,yes,179.0,m,173.0,0.49,0.5,silver,lasagna,young adult
7995,werewolf,no,64.0,f,196.0,0.77,0.6,silver,humans,baby
1806,werewolf,no,70.0,f,197.0,0.57,0.4,silver,pesto pasta,baby
1422,werewolf,no,63.0,f,193.0,0.85,0.7,cat hair,humans,baby
1532,werewolf,no,91.0,f,198.0,0.85,0.9,cat hair,humans,teen
8010,ghost,yes,1139.0,f,179.0,1.0,0.1,sunlight,lasagna,middle age
5680,zombie,no,76.0,m,186.0,0.14,0.4,garlic,brain,baby
7216,werewolf,yes,41.0,m,165.0,1.0,0.8,silver,pesto pasta,baby
5480,ghost,no,2571.0,f,162.0,1.0,0.2,garlic,pesto pasta,old
4133,ghost,yes,1.0,m,189.0,0.99,0.4,sunlight,pesto pasta,baby
10001,vampire,yes,803.0,m,182.0,0.41,0.4,sunlight,brain,middle age
2917,zombie,yes,58.0,f,174.0,0.26,1.0,cat hair,lasagna,baby
832,zombie,no,35.0,f,169.0,0.14,0.6,sunlight,pesto pasta,baby
5602,vampire,no,618.0,m,187.0,0.33,0.1,sunlight,pesto pasta,middle age
5296,zombie,no,132.0,m,165.0,0.1,1.0,sunlight,humans,teen
7262,zombie,no,95.0,f,191.0,0.25,0.8,garlic,pesto pasta,teen
3211,ghost,yes,1892.0,f,167.0,0.72,0.1,garlic,pesto pasta,old
9642,werewolf,no,116.0,m,154.0,0.67,0.2,silver,humans,teen
1575,zombie,no,58.0,m,184.0,0.06,0.6,cat hair,brain,baby
491,zombie,no,145.0,f,168.0,0.14,0.7,pumpkin,rats,teen
4870,zombie,yes,1.0,m,189.0,0.08,0.9,sunlight,humans,baby
9546,witch,yes,117.0,m,184.0,0.25,0.5,hazelnut,lasagna,teen
7264,vampire,no,600.0,f,165.0,0.52,0.4,silver,lasagna,middle age
9869,skeleton,yes,1226.0,f,189.0,0.26,1.0,silver,brain,old
3980,werewolf,yes,101.0,m,157.0,0.79,0.1,hazelnut,brain,teen
399,vampire,yes,383.0,m,184.0,0.64,0.8,silver,rats,adult
7326,skeleton,no,731.0,m,188.0,0.18,0.1,hazelnut,humans,middle age
8827,ghost,no,893.0,m,176.0,0.88,0.9,pumpkin,brain,middle age
5118,werewolf,no,46.0,f,183.0,0.95,0.5,silver,humans,baby
9475,zombie,yes,113.0,m,164.0,0.1,0.4,cat hair,brain,teen
6842,skeleton,yes,1022.0,m,188.0,0.64,0.5,garlic,rats,middle age
401,skeleton,yes,1260.0,m,193.0,0.01,0.7,garlic,pesto pasta,old
3682,ghost,no,1671.0,m,197.0,0.71,0.1,garlic,rats,old
901,ghost,yes,1136.0,m,177.0,0.55,1.0,sunlight,lasagna,middle age
2848,ghost,yes,1827.0,f,162.0,0.51,0.8,pumpkin,lasagna,old
3323,zombie,no,36.0,f,189.0,0.11,0.7,cat hair,brain,baby
3614,skeleton,yes,1277.0,f,186.0,0.3,0.4,silver,pesto pasta,old
696,vampire,yes,582.0,m,163.0,0.37,0.4,silver,brain,adult
8270,werewolf,yes,101.0,m,188.0,0.68,0.6,hazelnut,humans,teen
1209,werewolf,yes,73.0,m,186.0,0.58,0.9,hazelnut,lasagna,baby
6995,ghost,no,931.0,m,159.0,0.73,0.1,sunlight,pesto pasta,middle age
7552,zombie,yes,102.0,m,186.0,0.18,0.2,sunlight,rats,teen
5637,werewolf,yes,77.0,f,189.0,0.48,0.5,hazelnut,humans,baby
6858,ghost,no,2980.0,f,189.0,0.62,0.1,garlic,brain,old
2800,vampire,no,608.0,f,172.0,0.25,0.6,garlic,humans,middle age
2790,vampire,yes,471.0,m,150.0,0.33,0.7,silver,lasagna,adult
8369,werewolf,yes,153.0,f,158.0,0.93,0.3,hazelnut,humans,young adult
4868,zombie,yes,132.0,f,173.0,0.1,1.0,sunlight,rats,teen
3325,zombie,yes,20.0,f,170.0,0.05,0.5,silver,brain,baby
7384,werewolf,no,117.0,f,196.0,0.95,0.4,silver,brain,teen
7275,vampire,no,551.0,m,155.0,0.27,0.1,silver,lasagna,adult
414,werewolf,yes,196.0,m,197.0,0.57,0.9,hazelnut,rats,young adult
5195,witch,yes,246.0,f,153.0,0.15,0.3,hazelnut,pesto pasta,young adult
7239,skeleton,no,468.0,m,164.0,0.19,0.3,silver,brain,adult
2297,skeleton,yes,986.0,f,177.0,0.24,0.1,hazelnut,lasagna,middle age
3424,werewolf,yes,167.0,f,157.0,0.98,0.7,cat hair,lasagna,young adult
2776,ghost,no,1826.0,m,172.0,0.57,0.1,sunlight,brain,old
10065,zombie,yes,111.0,f,182.0,0.17,0.3,sunlight,lasagna,teen
3647,ghost,no,1737.0,f,160.0,0.67,0.9,sunlight,rats,old
4389,witch,no,469.0,f,185.0,0.24,0.4,hazelnut,pesto pasta,adult
1814,ghost,yes,2874.0,f,189.0,0.45,0.3,pumpkin,lasagna,old
9820,witch,no,520.0,m,151.0,0.22,0.9,garlic,brain,adult
686,skeleton,yes,1118.0,m,164.0,0.01,0.2,silver,lasagna,middle age
5297,vampire,yes,487.0,m,170.0,0.34,0.4,garlic,lasagna,adult
4196,ghost,yes,2724.0,m,157.0,0.32,0.1,sunlight,rats,old
1131,zombie,yes,82.0,m,185.0,0.11,0.2,garlic,humans,teen
5448,ghost,yes,400.0,f,189.0,0.84,1.0,sunlight,humans,adult
3176,zombie,yes,97.0,f,167.0,0.06,0.4,garlic,rats,teen
8671,vampire,yes,385.0,f,164.0,0.47,0.7,garlic,lasagna,adult
4126,vampire,yes,429.0,m,153.0,0.5,0.9,garlic,pesto pasta,adult
8647,skeleton,no,871.0,m,189.0,0.01,0.1,silver,pesto pasta,middle age
9389,witch,no,426.0,f,152.0,0.25,0.7,pumpkin,rats,adult
174,zombie,yes,79.0,m,170.0,0.18,0.6,sunlight,pesto pasta,teen
5407,skeleton,yes,658.0,m,168.0,0.11,0.5,silver,pesto pasta,middle age
8435,witch,yes,1.0,m,166.0,0.21,0.5,hazelnut,rats,baby
4262,werewolf,no,32.0,f,198.0,0.71,0.6,silver,pesto pasta,baby
5565,ghost,yes,2863.0,f,169.0,0.34,1.0,pumpkin,lasagna,old
6754,werewolf,yes,43.0,m,174.0,0.93,0.6,cat hair,pesto pasta,baby
3178,werewolf,no,50.0,m,170.0,0.78,0.2,silver,rats,baby
66,skeleton,yes,605.0,m,171.0,0.3,0.1,garlic,humans,middle age
7146,werewolf,no,32.0,f,193.0,0.95,0.5,silver,brain,baby
5885,werewolf,no,15.0,m,174.0,0.65,0.6,silver,humans,baby
5593,werewolf,no,1.0,f,199.0,0.9,0.8,cat hair,rats,baby
4818,werewolf,yes,123.0,f,183.0,0.62,0.6,hazelnut,pesto pasta,teen
2262,witch,yes,660.0,f,190.0,0.22,0.1,hazelnut,humans,middle age
7554,vampire,yes,915.0,m,167.0,0.48,0.7,garlic,pesto pasta,middle age
4206,werewolf,no,262.0,m,176.0,0.74,0.7,silver,humans,young adult
5319,skeleton,yes,1600.0,m,199.0,0.48,0.9,silver,humans,old
2089,witch,no,170.0,f,191.0,0.28,0.3,hazelnut,pesto pasta,young adult
546,werewolf,yes,181.0,m,185.0,0.88,0.1,silver,lasagna,young adult
2369,skeleton,no,1098.0,f,184.0,0.31,0.6,hazelnut,lasagna,middle age
6227,ghost,no,3266.0,f,155.0,1.0,0.2,sunlight,lasagna,old
1617,vampire,yes,343.0,m,174.0,0.35,0.8,sunlight,brain,young adult
8580,werewolf,yes,32.0,m,164.0,0.75,0.1,silver,brain,baby
161,werewolf,yes,85.0,f,163.0,0.79,0.7,silver,pesto pasta,teen
4861,ghost,yes,936.0,f,186.0,0.72,0.7,pumpkin,lasagna,middle age
9719,ghost,yes,825.0,m,186.0,0.14,0.1,sunlight,lasagna,middle age
4315,witch,no,430.0,f,171.0,0.17,0.4,garlic,brain,adult
8924,zombie,yes,160.0,f,182.0,0.09,0.4,cat hair,rats,young adult
3467,ghost,yes,2126.0,m,150.0,1.0,0.1,garlic,lasagna,old
5561,zombie,yes,89.0,m,199.0,0.16,0.6,cat hair,humans,teen
6369,ghost,yes,3058.0,m,156.0,0.41,0.1,garlic,pesto pasta,old
8044,werewolf,no,93.0,f,186.0,0.21,0.8,silver,pesto pasta,teen
5797,skeleton,yes,1232.0,f,196.0,0.08,1.0,garlic,lasagna,old
1561,witch,yes,393.0,m,181.0,0.17,0.4,hazelnut,humans,adult
8809,zombie,no,92.0,f,197.0,0.17,0.4,garlic,rats,teen
9880,zombie,yes,7.0,m,164.0,0.09,0.5,garlic,humans,baby
733,skeleton,no,1515.0,f,198.0,0.44,0.9,silver,brain,old
1520,ghost,no,2489.0,m,198.0,0.77,0.8,pumpkin,pesto pasta,old
2683,werewolf,no,91.0,m,192.0,0.74,0.2,hazelnut,humans,teen
6507,ghost,yes,911.0,f,184.0,0.44,1.0,sunlight,pesto pasta,middle age
442,skeleton,yes,419.0,m,157.0,0.39,0.3,silver,pesto pasta,adult
3956,vampire,yes,448.0,m,169.0,0.43,0.6,sunlight,pesto pasta,adult
4060,zombie,no,73.0,f,161.0,0.21,0.5,sunlight,brain,baby
7649,skeleton,yes,1312.0,f,163.0,0.4,1.0,silver,lasagna,old
4176,zombie,no,51.0,f,167.0,0.15,0.5,silver,brain,baby
8831,witch,no,542.0,f,171.0,0.12,0.6,garlic,lasagna,adult
7724,skeleton,no,554.0,m,198.0,0.25,0.4,silver,brain,adult
9178,ghost,no,1183.0,f,156.0,0.35,0.9,hazelnut,pesto pasta,old
1051,ghost,yes,1490.0,m,156.0,0.33,0.9,garlic,pesto pasta,old
9730,zombie,no,75.0,f,151.0,0.15,0.5,garlic,rats,baby
6255,ghost,no,2939.0,f,169.0,0.21,1.0,cat hair,brain,old
7768,ghost,no,1292.0,f,157.0,0.83,1.0,sunlight,humans,old
8718,ghost,yes,1487.0,m,188.0,0.33,0.4,hazelnut,rats,old
3304,zombie,yes,1.0,m,167.0,0.19,0.3,cat hair,lasagna,baby
9305,werewolf,no,195.0,f,175.0,0.45,0.6,silver,lasagna,young adult
8490,vampire,yes,552.0,m,167.0,0.4,0.6,silver,humans,adult
5499,skeleton,no,1075.0,m,150.0,0.16,0.9,silver,pesto pasta,middle age
7376,werewolf,no,58.0,m,197.0,0.95,0.5,cat hair,rats,baby
3562,zombie,no,82.0,f,188.0,0.18,0.2,cat hair,rats,teen
2829,ghost,yes,3183.0,m,184.0,0.25,0.1,sunlight,humans,old
761,zombie,no,98.0,m,160.0,0.2,0.5,sunlight,pesto pasta,teen
524,skeleton,no,875.0,m,155.0,0.44,0.2,pumpkin,pesto pasta,middle age
8041,witch,no,401.0,m,199.0,0.14,0.5,hazelnut,humans,adult
8724,ghost,yes,1529.0,m,193.0,0.36,0.2,pumpkin,brain,old
8039,zombie,no,89.0,f,197.0,0.14,1.0,cat hair,humans,teen
9737,vampire,no,227.0,f,199.0,0.44,0.9,garlic,pesto pasta,young adult
4012,vampire,no,718.0,m,163.0,0.36,0.7,silver,brain,middle age
7756,skeleton,no,1236.0,f,186.0,0.46,0.7,silver,lasagna,old
8943,zombie,no,80.0,m,156.0,0.19,1.0,sunlight,lasagna,teen
6763,ghost,no,1.0,f,173.0,0.5,0.6,pumpkin,rats,baby
6833,ghost,no,3946.0,m,196.0,0.89,1.0,sunlight,brain,old
2588,werewolf,no,54.0,m,190.0,0.55,0.1,silver,lasagna,baby
7124,vampire,yes,429.0,f,182.0,0.45,0.6,sunlight,lasagna,adult
2138,zombie,yes,31.0,m,197.0,0.13,0.4,cat hair,rats,baby
4796,skeleton,yes,727.0,f,191.0,0.26,0.8,silver,rats,middle age
1303,skeleton,no,979.0,m,159.0,0.13,0.3,cat hair,humans,middle age
3885,skeleton,yes,1704.0,f,175.0,0.38,0.4,silver,rats,old
4750,witch,no,144.0,m,184.0,0.15,0.3,pumpkin,pesto pasta,teen
7137,werewolf,yes,1.0,f,153.0,0.84,0.6,silver,rats,baby
3898,ghost,no,880.0,m,197.0,0.55,0.3,sunlight,lasagna,middle age
4070,zombie,no,144.0,f,198.0,0.16,0.2,cat hair,pesto pasta,teen
861,skeleton,yes,889.0,f,171.0,0.3,0.5,silver,brain,middle age
4477,vampire,no,645.0,m,159.0,0.54,0.7,garlic,rats,middle age
1705,skeleton,yes,1173.0,m,192.0,0.48,0.4,pumpkin,rats,old
4909,werewolf,yes,109.0,f,169.0,0.6,0.3,silver,brain,teen
2017,witch,yes,523.0,f,153.0,0.1,0.9,hazelnut,pesto pasta,adult
245,skeleton,yes,1168.0,m,154.0,0.01,0.4,garlic,pesto pasta,old
7827,ghost,no,1022.0,f,173.0,0.42,0.9,silver,rats,middle age
8462,vampire,no,473.0,m,193.0,0.19,0.7,garlic,brain,adult
1504,witch,no,376.0,m,158.0,0.13,0.2,hazelnut,humans,young adult
1800,zombie,yes,104.0,m,163.0,0.16,0.9,sunlight,rats,teen
2978,ghost,no,433.0,m,162.0,0.46,0.9,sunlight,humans,adult
3672,werewolf,yes,94.0,f,176.0,0.67,0.7,silver,humans,teen
737,skeleton,yes,1551.0,f,150.0,0.46,0.1,hazelnut,rats,old
6266,vampire,no,379.0,f,152.0,0.44,0.7,silver,rats,adult
7091,ghost,yes,2809.0,m,155.0,0.34,0.8,garlic,pesto pasta,old
3154,werewolf,no,153.0,m,159.0,0.76,0.7,garlic,pesto pasta,young adult
3229,werewolf,yes,119.0,f,195.0,0.81,0.5,silver,brain,teen
9674,vampire,no,801.0,m,172.0,0.4,0.6,garlic,brain,middle age
8817,ghost,yes,2100.0,m,154.0,0.55,1.0,sunlight,brain,old
4073,vampire,yes,714.0,f,181.0,0.37,0.7,garlic,lasagna,middle age
4032,zombie,yes,76.0,m,185.0,0.17,0.6,sunlight,lasagna,baby
9598,witch,yes,607.0,f,178.0,0.14,0.3,pumpkin,rats,middle age
6642,ghost,yes,1622.0,f,152.0,0.45,0.8,pumpkin,lasagna,old
6235,ghost,no,2962.0,m,194.0,0.5,0.7,hazelnut,humans,old
7056,ghost,no,3150.0,f,176.0,0.32,0.3,pumpkin,rats,old
9619,skeleton,yes,621.0,m,174.0,0.45,0.8,silver,brain,middle age
933,vampire,yes,446.0,m,186.0,0.39,0.8,garlic,pesto pasta,adult
6970,witch,yes,578.0,m,161.0,0.18,0.3,hazelnut,pesto pasta,adult
6725,skeleton,no,620.0,m,181.0,0.09,0.1,silver,humans,middle age
5741,skeleton,yes,311.0,m,171.0,0.3,0.9,garlic,rats,young adult
4857,werewolf,no,108.0,m,187.0,0.84,0.6,silver,brain,teen
1544,ghost,yes,1562.0,f,154.0,0.31,0.1,pumpkin,lasagna,old
5676,werewolf,yes,113.0,f,182.0,0.81,0.7,garlic,lasagna,teen
9559,zombie,yes,46.0,f,166.0,0.12,0.5,sunlight,brain,baby
6922,witch,no,482.0,f,189.0,0.11,0.9,hazelnut,rats,adult
6521,vampire,no,389.0,m,157.0,0.31,0.2,garlic,humans,adult
1630,witch,yes,468.0,f,163.0,0.14,0.7,hazelnut,rats,adult
5387,vampire,no,390.0,m,174.0,0.47,0.7,sunlight,pesto pasta,adult
2651,zombie,no,165.0,m,159.0,0.13,0.1,garlic,pesto pasta,young adult
667,zombie,no,58.0,f,159.0,0.2,0.5,garlic,lasagna,baby
478,ghost,yes,1811.0,m,175.0,0.3,0.2,sunlight,pesto pasta,old
