Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Year,Month,Day,Investigation Time
4335,1168,1,92,3,1,3,0,5,3,6,2,3
536,493,3,84,4,2,2,3,0,0,9,3,0
1247,565,1,14,0,3,0,2,5,3,8,6,2
787,1186,5,89,2,0,3,0,4,1,3,6,0
5919,641,2,13,4,0,4,0,2,2,7,5,2
3091,1396,5,26,2,1,2,3,4,2,11,3,2
8674,158,0,31,2,3,0,2,3,3,5,6,1
1881,442,0,94,1,0,4,0,0,1,7,2,3
8525,217,1,87,3,1,4,0,0,4,1,5,0
7476,1397,4,17,1,5,0,3,2,2,5,1,2
4686,1113,5,33,0,0,4,0,4,4,10,3,1
4293,1398,5,75,2,0,2,0,4,3,9,2,0
2015,937,5,58,0,1,4,0,3,2,11,4,1
7452,1399,1,42,1,1,0,0,5,3,9,2,1
7376,701,1,51,0,1,4,0,4,0,7,6,1
5357,592,2,78,2,0,4,0,3,3,5,3,0
8276,1339,2,65,4,3,0,0,3,0,7,5,0
7520,1400,3,67,0,6,2,1,0,2,10,3,0
2499,142,0,92,0,1,4,1,0,4,11,6,3
7268,253,2,20,2,0,0,0,3,1,5,6,2
5366,1018,4,8,3,5,3,0,2,2,1,2,2
9126,476,5,65,2,0,4,0,3,0,5,2,0
1411,514,0,87,2,3,1,0,0,4,11,1,0
4043,1401,0,71,0,1,3,3,3,3,1,6,0
5426,0,5,87,2,1,4,0,3,0,0,0,0
3270,96,1,24,0,1,0,0,0,0,3,4,2
1054,1402,0,98,0,1,4,2,3,5,5,6,3
3333,354,3,99,3,4,2,0,3,0,6,2,3
7327,305,5,99,2,0,4,0,4,3,9,3,3
262,657,1,88,4,0,3,0,1,1,4,3,0
7357,893,2,43,4,3,2,3,3,3,4,0,1
8703,1195,2,45,4,3,0,1,3,4,3,5,1
7893,1393,5,98,4,1,0,0,4,0,11,5,3
5903,756,2,58,4,0,0,0,2,0,1,2,1
2113,1403,2,10,4,3,2,1,3,2,3,0,2
7778,1404,1,12,0,4,1,0,4,2,4,3,2
511,517,0,47,0,0,4,0,3,1,2,0,1
5319,1045,0,8,3,3,3,2,0,3,2,4,2
8904,529,3,92,3,2,0,0,1,1,4,0,3
1360,1405,0,84,0,0,3,0,0,1,9,1,0
8542,1406,4,40,3,4,2,0,0,1,10,2,1
5095,1328,5,35,1,5,3,0,3,2,10,0,1
2275,1125,0,86,2,1,2,2,0,0,10,4,0
5028,450,0,61,0,3,1,2,0,4,11,4,0
377,1407,1,43,1,1,4,0,2,0,3,1,1
8541,837,3,59,4,6,3,3,0,1,11,6,1
3405,1403,0,15,0,3,2,2,0,2,3,0,2
2029,418,2,80,4,0,4,0,3,4,1,4,0
3693,568,2,37,4,2,2,0,2,1,9,6,1
8412,503,5,48,2,1,3,0,4,0,9,0,1
7594,254,1,45,0,3,4,0,4,0,2,5,1
4042,546,3,46,4,4,0,1,3,4,2,1,1
6134,822,0,45,0,3,0,1,0,0,7,3,1
8825,1268,1,91,1,0,0,0,1,4,1,0,3
1007,557,3,53,4,2,0,2,2,5,6,5,1
8263,225,3,75,4,4,2,2,2,3,2,2,0
3325,1408,4,21,3,4,3,3,0,4,9,0,2
1190,16,3,49,4,2,4,3,3,3,4,5,1
559,415,3,33,4,2,3,3,1,3,4,2,1
752,1409,2,59,2,6,2,0,3,2,10,6,1
7294,198,1,8,0,4,3,3,1,3,1,2,2
4600,680,2,53,4,3,4,0,3,4,7,2,1
2891,395,2,77,2,2,2,1,2,2,10,6,0
8910,660,1,61,1,1,3,0,5,2,11,6,0
3495,770,5,49,2,5,0,0,1,1,10,0,1
2754,1253,5,19,2,6,3,1,4,1,7,1,2
6917,872,4,53,3,4,2,2,0,4,9,3,1
7690,1293,5,90,1,1,2,1,4,3,2,3,0
7620,1410,4,59,0,4,0,3,2,0,7,0,1
9266,1411,3,32,4,2,2,3,1,0,7,1,1
6459,1143,3,24,3,4,0,1,2,2,9,1,2
5412,1412,3,21,3,4,3,1,2,1,6,2,2
9583,236,4,49,0,4,1,1,2,0,3,2,1
3000,1313,0,61,2,1,2,3,0,4,0,4,0
701,1187,4,6,3,3,4,0,1,5,3,2,2
2561,1300,4,87,3,4,1,1,4,3,8,1,0
6465,825,3,75,0,4,0,1,0,3,2,6,0
992,1413,1,25,1,1,1,0,5,4,7,5,2
5419,1123,2,49,2,3,3,0,2,0,0,4,1
80,787,1,71,1,3,3,0,4,0,10,6,0
4094,256,0,70,0,3,1,2,0,3,9,1,0
6322,1414,3,59,1,2,2,0,2,1,5,0,1
9673,540,2,60,4,3,4,0,2,0,9,0,1
9116,1415,4,38,3,4,4,0,0,3,11,4,1
3141,890,3,79,3,4,3,3,3,3,2,2,0
3638,612,0,16,2,1,2,0,3,2,6,0,2
6135,406,5,70,4,5,1,0,4,4,2,2,0
8207,1378,4,43,3,1,3,0,0,4,3,6,1
2167,1002,2,82,2,0,0,0,3,3,1,4,0
6374,512,2,28,4,0,2,0,3,4,10,4,2
2296,903,2,1,2,3,0,0,2,2,9,6,2
452,1416,5,82,2,1,2,0,1,1,7,3,0
4930,389,5,67,0,1,2,0,1,2,1,0,0
4512,870,3,22,0,2,2,0,1,2,1,2,2
9117,1417,3,55,3,1,4,2,3,3,10,1,1
6699,308,0,22,3,2,0,2,0,4,4,6,2
3351,1362,2,41,2,2,2,0,3,3,8,4,1
1720,1116,2,47,4,3,3,0,3,2,0,2,1
2554,1418,5,53,1,1,0,3,4,1,10,1,1
69,1419,1,97,0,1,0,0,4,3,9,3,3
1182,1138,0,41,0,2,4,2,3,2,1,3,1
49,1420,5,16,2,1,3,0,1,4,0,6,2
1065,507,1,36,3,3,4,0,5,3,7,3,1
4070,731,4,72,1,5,0,0,2,3,4,0,0
889,612,0,8,2,1,0,2,0,2,6,0,2
2681,446,0,32,3,0,1,0,3,2,7,2,1
7836,303,5,74,0,0,2,0,1,1,8,0,0
2467,1421,4,64,3,5,2,0,5,3,0,0,0
4971,186,0,26,3,3,1,2,3,2,0,1,2
1483,1030,2,20,2,2,2,0,3,0,10,3,2
7363,573,5,35,2,1,0,3,4,4,4,2,1
5083,590,4,95,1,5,2,3,2,4,7,3,3
2469,100,5,73,2,1,4,0,4,0,8,0,0
6620,643,3,29,3,4,3,2,2,0,6,3,2
235,966,5,94,2,1,0,3,4,4,9,6,3
1335,6,1,26,1,1,3,3,1,1,0,4,2
42,930,3,62,4,2,0,3,3,0,1,5,0
785,811,5,8,2,1,0,0,4,1,9,0,2
9040,1422,5,37,1,1,1,3,3,4,11,0,1
8490,1103,5,20,2,1,2,3,3,0,3,3,2
1748,1423,2,40,2,0,4,0,2,0,10,0,1
3950,1130,5,89,4,1,0,0,4,0,8,2,0
587,1383,2,98,2,0,0,0,2,4,1,3,3
10041,334,4,42,0,3,2,0,0,3,6,1,1
5899,88,5,50,2,0,4,0,4,1,0,0,1
8356,721,2,51,4,6,2,0,2,2,2,2,1
7346,1424,1,28,1,1,0,0,4,4,4,6,2
1507,198,3,47,3,4,1,2,1,3,1,2,1
9200,1216,0,5,0,2,2,2,0,3,7,2,2
5669,542,2,8,2,0,3,0,3,0,3,3,2
62,372,2,93,4,3,0,0,3,2,5,4,3
5528,1425,5,78,4,1,0,3,4,0,10,4,0
3945,34,2,53,0,0,3,0,3,3,9,6,1
6597,824,0,44,2,0,1,0,0,0,1,6,1
409,788,4,69,3,4,0,3,0,1,2,2,0
337,897,3,71,4,2,2,2,0,3,1,1,0
2108,874,1,58,1,1,2,3,5,1,4,0,1
9654,1370,4,6,0,4,0,1,0,1,0,3,2
167,1295,4,24,4,5,2,3,1,4,2,0,2
4424,1028,0,20,3,0,2,0,0,2,8,4,2
2745,314,2,87,4,0,2,0,2,2,8,2,0
9013,63,1,6,0,1,1,0,4,2,9,6,2
7418,323,5,87,4,1,2,3,3,1,11,4,0
5510,464,4,26,3,4,3,2,2,0,10,1,2
7117,830,0,94,2,3,0,2,0,0,8,2,3
1349,349,2,96,2,3,2,0,3,3,2,5,3
8787,376,1,75,1,1,4,1,5,2,3,4,0
1676,445,3,96,4,2,2,0,0,4,1,6,3
3615,3,0,24,0,2,4,2,3,2,3,2,2
761,1202,4,15,3,4,1,3,2,2,11,0,2
6650,842,0,45,2,1,0,3,6,0,9,4,1
714,1426,3,78,3,2,0,3,3,2,2,5,0
3046,1427,3,28,3,2,0,2,4,1,9,5,2
8645,880,1,56,0,1,0,0,5,5,5,5,1
9973,1397,5,32,4,1,4,0,1,2,5,1,1
9679,1374,4,57,3,3,4,3,1,3,11,1,1
9018,1428,2,50,2,0,2,0,3,4,8,1,1
9653,1042,4,99,3,5,1,3,2,4,10,1,3
9073,1429,1,46,1,1,0,2,5,0,5,0,1
1854,9,3,71,3,1,2,2,3,3,8,5,0
3028,235,0,99,2,0,2,0,3,4,8,4,3
5484,899,5,49,2,0,3,0,4,4,7,4,1
3918,581,0,66,2,2,1,2,0,3,1,5,0
7227,1261,3,43,0,2,1,3,0,4,8,0,1
5130,491,2,76,4,2,2,0,3,0,2,1,0
9205,1430,1,64,4,3,0,0,5,1,1,6,0
7315,85,4,90,4,1,1,1,2,3,8,0,0
5456,1431,3,69,4,2,0,1,2,2,9,3,0
5451,29,5,58,2,1,1,0,1,1,9,3,1
9522,653,3,65,0,4,0,1,2,1,0,1,0
2273,1432,1,60,4,4,2,0,4,2,9,2,1
844,568,3,14,3,4,2,3,3,1,9,6,2
8480,1433,2,93,2,3,2,0,2,2,1,6,3
9133,83,3,93,4,2,0,2,5,1,2,6,3
439,414,0,40,0,0,1,0,0,3,2,4,1
3413,517,3,39,4,2,3,3,1,1,2,0,1
6887,1283,0,31,2,2,2,3,0,4,4,0,1
8212,205,0,71,3,3,1,2,3,1,6,0,0
9718,614,1,80,1,1,2,3,4,4,8,3,0
6128,1434,1,29,0,3,0,0,5,4,8,4,2
1207,1159,5,49,2,5,2,0,4,2,0,1,1
7004,87,1,36,1,4,2,3,4,4,8,4,1
5518,1435,5,87,2,1,0,0,1,0,2,2,0
3103,473,1,18,0,4,0,3,1,2,7,2,2
3076,38,3,65,3,2,2,0,3,3,1,0,0
3298,972,4,66,3,4,2,0,5,1,9,0,0
2759,1436,0,65,0,2,2,1,0,4,7,2,0
3469,262,3,99,4,4,4,3,2,4,0,0,3
440,66,4,31,4,1,0,3,2,3,8,6,1
3307,554,0,63,1,3,4,2,0,2,9,5,0
7072,1239,2,54,2,6,4,0,3,1,0,6,1
9824,1145,1,74,0,3,2,0,0,2,9,3,0
105,1437,5,9,2,1,2,3,4,0,4,0,2
3350,942,0,95,0,3,0,2,0,5,6,6,3
1673,279,1,81,1,0,2,0,2,0,11,5,0
1549,746,1,11,0,1,2,0,0,5,5,4,2
4727,1338,3,62,4,2,4,3,3,0,10,5,0
8903,647,1,70,1,4,3,3,4,0,9,0,0
9093,1438,1,51,0,1,2,2,1,2,4,1,1
6689,37,2,68,2,3,1,0,3,0,3,0,0
1458,699,5,29,2,5,1,3,4,3,2,1,2
218,596,1,52,0,4,0,3,1,2,4,1,1
5410,1305,0,68,2,3,1,2,3,2,6,1,0
9310,1439,0,98,0,2,3,1,0,2,4,3,3
6387,1318,3,42,1,6,0,2,2,2,0,6,1
5036,1386,1,1,0,3,2,0,1,1,10,0,2
1434,26,1,3,0,1,2,3,1,1,1,4,2
9611,1440,5,67,2,1,2,1,3,0,8,4,0
8693,1006,5,76,0,1,3,0,4,0,4,6,0
184,1005,4,83,0,1,1,1,2,4,2,3,0
4397,1385,1,84,3,1,1,0,1,4,9,3,0
8789,165,5,68,2,6,2,3,4,4,3,1,0
2474,1410,3,72,3,4,2,2,0,0,7,0,0
5375,1441,4,26,4,3,1,0,2,5,5,0,2
8124,711,2,58,4,6,0,0,2,1,11,2,1
5744,92,2,84,2,0,0,0,2,3,10,4,0
3569,1442,3,61,3,2,1,1,2,4,9,4,0
8329,501,4,5,3,5,2,1,5,0,11,1,2
8053,1009,5,65,0,0,0,0,1,0,6,5,0
3736,404,3,59,4,4,0,3,4,2,6,5,1
71,1443,4,64,1,3,0,0,2,2,7,0,0
552,1444,1,86,1,1,4,0,5,3,6,5,0
1218,901,5,62,2,5,2,0,3,2,7,2,0
3110,1337,2,75,2,0,2,0,2,4,9,6,0
9197,1445,3,6,4,4,2,0,2,3,7,3,2
9211,515,1,73,3,1,0,3,0,3,2,1,0
9777,1446,5,54,2,1,4,0,1,3,5,0,1
6242,1447,5,61,2,1,3,3,4,3,5,5,0
8414,849,5,75,0,1,4,1,3,1,0,2,0
4328,855,3,50,4,4,4,0,1,0,6,3,1
4048,1141,0,26,2,3,3,0,3,4,9,0,2
8802,863,2,96,4,3,3,0,2,0,7,5,3
886,1350,5,96,0,1,2,0,4,2,2,5,3
8139,659,4,63,1,5,2,3,5,0,0,6,0
200,341,4,19,0,4,3,3,2,0,1,1,2
9844,1204,2,26,4,0,0,0,3,3,4,6,2
4051,1448,5,19,1,0,1,0,4,2,0,0,2
10063,1449,0,7,2,1,0,0,0,0,3,4,2
2599,1450,2,82,4,3,4,1,3,1,7,0,0
3792,1451,3,42,4,2,2,2,3,5,5,0,1
9339,581,1,64,1,1,4,0,5,3,1,5,0
8716,383,0,97,0,3,0,1,3,2,8,0,3
9461,542,4,3,3,4,3,2,4,0,3,3,2
6221,283,4,14,3,4,1,3,1,2,6,3,2
4838,245,5,10,2,0,1,0,3,0,7,2,2
5391,28,1,52,4,0,0,0,1,2,8,4,1
3056,1452,3,79,4,2,0,2,2,0,1,4,0
2748,1369,4,6,3,4,0,0,2,1,11,5,2
8743,437,4,41,3,5,1,1,1,1,1,2,1
6986,1192,2,2,4,6,2,0,2,0,2,3,2
4025,126,0,10,2,1,4,3,0,2,6,0,2
7379,1128,1,88,1,1,4,0,5,2,6,4,0
6013,1118,3,19,3,2,2,2,1,0,11,2,2
3883,915,0,86,0,1,0,2,0,0,2,1,0
2712,266,3,6,4,4,0,3,3,2,4,2,2
4065,1433,2,11,4,0,0,0,3,2,1,6,2
8804,1067,4,95,3,4,1,0,0,2,3,5,3
3173,603,2,57,2,3,3,3,3,2,3,1,1
4279,20,0,63,2,0,3,0,0,2,8,3,0
223,1453,5,80,4,5,3,3,3,0,1,1,0
6684,1454,2,25,2,0,1,0,2,0,6,6,2
9703,857,2,38,4,3,2,0,3,2,2,3,1
5322,287,5,49,2,0,2,0,4,4,3,2,1
2571,1455,4,50,3,1,1,3,5,2,7,3,1
2902,168,4,94,4,4,1,0,0,3,11,6,3
1258,1456,5,52,2,1,3,1,4,3,0,3,1
427,608,1,43,1,0,1,0,1,2,10,5,1
6291,1457,5,21,2,5,1,3,4,5,5,1,2
2081,259,0,23,0,0,1,0,0,3,9,0,2
8580,1138,1,16,1,3,2,2,4,2,1,3,2
6500,305,1,71,1,1,1,0,1,3,9,3,0
3457,127,0,25,2,3,1,2,0,1,4,0,2
4556,279,3,89,4,2,0,2,1,0,11,5,0
1179,936,3,23,0,2,2,2,2,0,4,5,2
259,1458,0,63,1,0,2,0,0,1,3,6,0
422,546,1,93,1,1,3,3,4,4,2,1,3
9267,772,5,30,0,0,3,0,4,4,7,3,2
3505,300,2,94,4,0,0,0,3,1,9,4,3
3082,528,2,81,4,2,4,3,3,4,8,2,0
767,287,1,71,0,1,2,0,5,4,3,2,0
1400,369,1,89,1,1,2,0,1,0,9,6,0
662,318,5,82,2,1,2,3,4,2,5,2,0
1215,1459,5,47,4,0,1,0,3,0,7,2,1
2441,654,3,30,0,2,2,3,0,4,11,4,2
5638,129,3,52,4,4,4,2,3,2,4,0,1
6053,114,5,56,4,6,0,0,1,2,11,5,1
5348,148,3,11,3,1,0,3,2,1,4,3,2
3087,1460,0,7,0,3,3,2,3,5,5,3,2
2862,519,1,70,0,0,1,0,0,1,3,2,0
3002,743,2,31,2,0,2,0,2,3,6,2,1
333,1050,2,35,2,0,2,0,3,0,7,3,1
4313,465,2,76,4,6,2,1,2,2,10,1,0
6054,260,0,31,0,0,1,0,0,0,7,4,1
4437,1225,2,72,0,3,0,0,3,3,3,5,0
2086,1461,1,79,1,1,1,0,1,1,3,1,0
8386,543,5,91,2,1,0,0,1,2,1,1,3
9104,225,5,97,1,0,0,0,1,3,2,2,3
9421,169,4,95,4,4,4,2,1,3,3,3,3
5219,1155,2,79,2,6,4,1,3,0,3,6,0
4474,440,5,45,2,0,4,0,4,2,2,3,1
1296,1462,1,64,1,1,1,3,4,0,7,3,0
3416,167,5,94,2,1,3,0,3,1,6,2,3
2666,1463,2,68,2,6,1,1,2,2,4,6,0
3363,1138,2,54,4,3,2,0,2,2,1,3,1
6502,1204,4,64,3,4,0,3,0,3,4,6,0
5066,1141,1,5,1,0,2,0,1,4,9,0,2
7395,197,0,5,2,1,0,1,0,0,3,1,2
3834,1464,3,42,4,4,0,3,2,4,2,2,1
2693,400,2,41,2,3,2,0,2,0,1,3,1
8367,650,5,8,2,0,0,0,1,3,9,3,2
1297,898,5,41,2,1,2,0,3,3,0,0,1
4190,751,4,58,4,4,3,0,0,3,3,0,1
1377,744,1,57,0,1,2,0,4,3,9,1,1
1452,1465,1,24,1,1,0,0,1,3,1,1,2
9725,185,5,82,4,1,3,3,4,4,0,1,0
3477,1466,4,15,3,4,4,2,5,4,3,3,2
57,1101,1,72,4,1,1,0,5,3,3,5,0
4643,6,3,85,1,2,2,3,3,1,0,4,0
8566,246,2,9,2,0,4,0,3,3,0,0,2
5420,770,5,96,2,6,3,0,4,1,10,0,3
1865,645,3,82,4,2,1,3,2,4,4,5,0
5573,1342,3,13,4,2,0,1,3,1,5,5,2
8660,1467,3,43,4,2,3,3,0,0,8,1,1
6327,1468,1,67,1,4,3,0,5,2,6,5,0
2912,307,2,30,2,3,2,0,3,2,1,4,2
1762,139,4,35,3,1,2,0,4,2,1,3,1
8484,1122,5,82,2,0,3,0,4,3,5,1,0
4211,1272,4,64,4,4,4,0,0,0,9,5,0
5249,371,4,2,1,4,0,1,2,4,4,4,2
9084,1469,1,20,3,1,4,3,1,4,11,0,2
748,600,4,40,0,5,3,0,2,1,7,1,1
9157,997,3,64,0,2,0,2,5,2,3,3,0
1640,932,0,75,2,1,0,3,0,3,10,2,0
532,1060,3,95,4,4,0,0,3,2,3,4,3
8076,886,0,69,2,1,3,2,0,5,3,1,0
4464,1470,5,93,2,6,0,0,1,4,1,6,3
5483,1101,0,39,2,0,4,0,3,3,3,5,1
6758,1040,3,5,3,2,2,2,3,2,3,2,2
7455,721,1,29,0,1,1,2,2,2,2,2,2
442,1024,0,23,2,2,2,1,3,2,2,0,2
2992,1471,1,56,3,1,3,3,5,4,11,0,1
313,1086,5,28,2,0,3,0,4,3,4,2,2
1581,1472,3,23,4,2,2,2,2,3,8,6,2
2661,365,1,67,1,1,2,0,5,3,2,0,0
5656,340,5,62,2,0,4,0,4,0,1,4,0
9572,785,2,62,4,3,2,1,3,1,7,3,0
408,1473,4,15,3,4,2,3,1,1,11,4,2
3865,1195,4,8,0,1,0,0,5,4,3,5,2
890,704,0,79,0,0,2,0,0,0,3,6,0
4038,1115,1,30,0,0,1,0,5,4,11,1,2
7189,1474,3,96,3,2,2,2,3,4,1,0,3
3300,1454,3,98,4,2,2,3,2,0,6,6,3
8492,674,0,33,0,1,0,2,0,3,9,2,1
5057,955,3,54,4,4,1,2,0,0,2,0,1
5796,1222,1,92,0,1,3,0,1,3,11,6,3
5612,281,0,42,2,2,2,2,0,3,6,0,1
293,1475,0,23,0,3,4,3,3,0,0,1,2
5622,1464,3,55,1,2,1,2,0,4,2,2,1
8409,133,0,34,2,1,1,3,0,2,1,6,1
2651,350,4,59,3,4,0,3,2,0,8,2,1
8949,1476,5,33,2,1,0,1,4,0,5,1,1
484,316,4,12,3,4,0,3,4,5,6,6,2
8678,110,4,36,0,4,4,0,2,0,1,0,1
9810,852,4,60,3,4,0,0,2,1,10,5,1
6588,1477,3,64,4,2,2,3,0,0,11,2,0
3145,1122,0,11,0,1,0,2,0,3,5,1,2
9565,750,2,22,2,3,2,3,3,2,8,6,2
745,1478,5,59,2,1,4,0,3,4,2,5,1
3167,669,0,5,0,0,4,0,0,1,5,1,2
8126,1410,0,48,0,0,1,0,0,0,7,0,1
6617,1361,0,87,0,3,0,2,3,3,2,0,0
5463,628,4,28,3,3,4,1,2,3,6,2,2
5621,1194,0,72,2,3,3,3,0,1,2,3,0
5382,1479,1,74,1,3,4,0,0,4,3,3,0
6787,79,2,48,4,3,2,3,3,4,2,4,1
5168,1022,3,51,3,4,1,3,0,1,9,2,1
4666,16,3,54,3,2,4,3,1,3,4,5,1
3727,1480,3,62,4,2,2,3,4,1,2,2,0
7792,1481,4,97,4,4,4,3,4,1,11,0,3
1859,1107,5,70,4,0,4,0,4,1,3,0,0
2018,584,0,5,0,2,3,0,3,3,8,1,2
2427,214,4,80,3,4,2,2,5,0,5,6,0
6576,1344,2,44,0,3,2,3,3,0,4,3,1
9449,289,4,19,1,4,3,3,4,2,0,5,2
4161,887,1,68,0,3,2,0,1,1,1,6,0
5954,392,1,23,1,3,2,0,5,5,6,2,2
808,1482,2,24,4,2,0,3,3,3,8,3,2
8510,1333,1,13,1,3,1,3,5,4,1,0,2
7756,263,0,37,1,1,2,2,0,1,3,2,1
1420,1004,0,4,0,2,4,2,0,2,4,6,2
5488,967,1,61,0,1,1,3,1,2,0,4,0
70,1021,4,85,3,5,0,2,0,4,9,5,0
9640,1483,5,83,2,1,0,3,1,0,6,0,0
2790,880,5,39,4,1,4,0,4,5,5,5,1
8379,1289,3,53,3,2,0,2,2,1,10,3,1
1602,311,0,97,0,0,4,0,0,4,11,6,3
6734,1337,5,43,2,6,2,0,1,4,9,6,1
8091,524,2,69,2,6,2,3,3,3,2,3,0
1086,98,3,21,3,2,4,1,2,2,3,1,2
3095,295,1,55,3,1,4,1,0,2,10,0,1
6553,1005,1,89,1,1,2,0,5,4,2,3,0
4752,1484,4,22,1,1,0,2,2,0,5,4,2
9160,540,5,69,2,1,1,0,3,0,9,0,0
2631,438,4,68,3,4,2,3,2,3,6,5,0
7814,1485,3,80,0,2,1,3,0,1,3,4,0
1595,1185,0,1,2,2,0,3,0,2,0,0,2
5107,796,5,93,2,5,4,0,4,3,10,3,3
5813,125,3,96,4,2,0,2,3,2,6,2,3
3585,495,3,85,1,4,0,1,4,2,5,2,0
416,406,3,12,3,2,1,3,0,4,2,2,2
4138,262,0,39,1,0,1,0,3,4,0,0,1
6527,1486,3,70,3,4,2,2,5,1,10,3,0
5660,1,4,99,3,4,4,0,0,1,1,1,3
5284,1318,4,19,1,3,4,2,1,2,0,6,2
3816,739,2,73,4,6,0,0,2,3,3,5,0
2756,1487,1,16,0,1,3,3,5,2,3,5,2
485,238,5,43,1,1,1,0,3,2,11,6,1
1344,1030,2,38,4,0,2,0,2,0,10,3,1
4076,770,1,42,1,0,3,0,5,1,10,0,1
9739,80,0,31,3,0,1,0,3,3,2,5,1
1797,181,4,41,0,4,0,1,0,0,11,3,1
6158,97,1,1,0,1,1,0,4,1,10,1,2
759,715,3,75,1,4,0,3,3,3,4,6,0
5852,163,4,40,3,4,2,3,0,0,11,4,1
4101,522,4,79,0,4,4,3,0,4,8,5,0
9132,510,4,37,0,3,2,1,5,1,11,1,1
6091,625,2,26,1,3,2,0,2,2,1,6,2
5958,1488,3,78,4,2,3,0,0,4,11,3,0
9431,1489,3,10,0,2,2,1,1,3,9,2,2
9252,1465,1,15,0,1,4,3,5,3,1,1,2
10097,872,1,94,0,1,0,0,2,4,9,3,3
5201,870,3,53,3,2,2,0,3,2,1,2,1
476,1422,2,13,2,6,0,0,2,4,11,0,2
1561,6,3,54,4,2,4,2,5,1,0,4,1
6375,860,5,44,4,0,4,0,4,1,0,1,1
2713,1490,4,19,1,3,3,0,1,0,1,0,2
9056,1364,5,84,2,0,3,0,3,3,1,2,0
6243,908,2,75,4,3,1,3,2,0,2,4,0
1035,1347,0,24,0,3,3,2,0,2,5,0,2
5162,530,0,62,0,2,2,2,0,5,5,5,0
8649,686,3,87,3,2,0,2,5,3,8,2,0
5423,1491,4,47,1,5,0,1,1,4,11,3,1
2382,1483,1,1,1,1,1,0,1,0,6,0,2
7349,1229,3,72,0,2,0,2,2,1,1,0,0
3639,1021,3,30,0,2,2,0,3,4,9,5,2
781,62,5,86,2,5,0,1,4,0,11,4,0
6842,615,0,24,2,2,0,2,0,1,6,5,2
8899,1222,0,42,0,2,1,3,0,3,11,6,1
3417,432,2,21,2,6,3,0,3,0,2,3,2
649,1447,1,46,1,1,0,0,1,3,5,5,1
4275,247,0,39,0,3,1,2,3,2,7,0,1
3854,854,5,63,4,1,4,3,3,4,4,4,0
4145,800,5,28,2,1,1,0,4,2,8,1,2
10023,491,4,71,3,4,0,1,5,0,2,1,0
1120,457,4,53,3,3,3,1,4,0,9,0,1
3564,69,3,76,3,2,0,1,4,3,2,6,0
3531,947,4,82,0,5,0,0,2,4,3,2,0
1435,584,2,86,2,0,3,0,2,3,8,1,0
6993,946,3,52,0,2,4,3,4,4,0,3,1
3920,262,1,59,1,0,0,0,2,4,0,0,1
8438,214,4,38,3,3,0,0,0,0,5,6,1
6309,150,2,90,2,3,1,0,3,0,5,4,0
4985,966,3,51,4,2,4,1,1,4,9,6,1
6867,1361,2,33,1,0,3,0,3,3,2,0,1
7889,172,4,71,1,3,2,3,2,0,6,6,0
1699,90,5,20,2,1,0,3,3,2,2,0,2
6784,790,2,26,4,0,0,0,2,1,10,6,2
641,358,0,62,2,0,2,0,0,3,3,2,0
2597,342,3,63,1,2,4,3,0,2,6,4,0
7432,439,4,84,1,1,3,0,0,3,8,4,0
2192,963,4,23,3,4,0,0,2,0,1,3,2
8251,1492,2,13,2,3,2,0,2,3,9,1,2
8935,1493,1,62,1,1,4,3,2,0,4,0,0
2857,86,3,21,1,2,1,3,1,3,7,6,2
4128,1030,2,26,4,3,0,0,3,0,10,3,2
6307,545,4,39,3,4,2,3,0,1,1,3,1
8450,906,2,10,4,0,0,0,2,2,8,5,2
3981,880,1,18,0,1,0,0,5,5,5,5,2
9271,814,3,16,4,4,1,1,3,0,7,4,2
8155,1336,1,59,3,3,4,0,1,0,4,3,1
9287,22,2,68,2,3,0,0,3,1,10,5,0
4170,1494,3,97,1,2,2,3,3,3,5,4,3
1186,208,4,57,0,4,3,0,1,4,7,6,1
8756,878,5,94,0,6,0,0,1,1,7,0,3
4264,1009,0,34,0,3,2,2,0,0,6,5,1
4881,1449,2,32,4,0,1,0,3,0,3,4,1
2604,87,1,94,0,3,4,0,0,4,8,4,3
2012,1495,3,79,4,2,0,2,1,1,5,0,0
7044,989,2,17,4,3,0,1,3,3,3,0,2
5896,221,4,82,0,3,2,0,5,3,5,5,0
4578,116,4,35,4,4,3,0,5,2,3,5,1
3244,1496,0,13,0,3,1,3,0,4,3,5,2
3894,729,4,63,0,5,4,0,2,2,10,3,0
2657,1497,5,3,2,1,1,3,3,3,9,0,2
7880,355,5,61,2,1,0,0,4,2,8,1,0
1425,1383,3,54,0,2,2,3,3,4,1,3,1
8342,1274,2,92,4,0,2,0,2,0,0,3,3
7459,1498,3,8,3,4,0,2,3,0,8,1,2
4347,133,5,63,2,0,0,0,3,2,1,6,0
6819,1101,3,91,4,4,3,1,2,3,3,5,3
6621,137,4,25,3,4,1,2,1,1,1,6,2
824,56,1,85,1,1,4,3,0,3,9,5,0
2432,4,0,44,0,3,2,3,0,3,4,1,1
5453,660,4,7,0,4,0,2,0,2,11,6,2
10057,1351,3,55,4,2,3,1,3,5,5,5,1
2156,977,0,49,2,3,0,3,0,1,8,4,1
1817,1385,3,41,4,2,2,0,0,4,9,3,1
3123,1370,0,47,0,2,2,2,0,1,0,3,1
4226,679,0,46,0,2,2,0,0,3,1,3,1
